Country,Round,1.1.b.2 enum sex,1.1.c.1 site id,1.1.d.1 site name,1.1.e.1 admin 1,1.1.e.2 admin 2,1.1.e.3 admin 3,1.1.f.1 gps coordinates manual lon,1.1.f.2 gps coordinates manual lat,1.2.b.1 smc,1.2.b.2 community smc,1.2.c.1 sma,1.2.c.3 sma name,1.2.c.2 sma type,1.2.a.1 registration activity,1.2.m.1 sp contact list,1.2.n.1 support wash,1.2.o.1 support health,1.2.p.1 support shelternfi,1.2.q.1 support food,1.2.r.1 support protection,1.2.s.1 support education,1.2.t.1 support livelihood,1.3.a.1 site classification,1.3.b.1 site type,1.1.i.1 site access,1.1.j.1 site area size,1.3.d.1 land ownership,1.3.c.1 common shelter type,2.1.a.1 no of households,2.1.c.1__infants_male,2.1.d.1__infants_female,2.1.c.2__children_male,2.1.d.2__children_female,2.1.c.3__youth_male,2.1.d.3__youth_female,2.1.c.4__adult_male,_2.1.d.4__adult_female,2.1.c.5__elderly_male,2.1.d.5__elderly_female,c_population_demographics:breakdown_by_age_gender:total_by_age_group:__2.1.f.1__infants_total,c_population_demographics:breakdown_by_age_gender:total_by_age_group:__2.1.f.2__children_total,c_population_demographics:breakdown_by_age_gender:total_by_age_group:__2.1.f.3__youth_total,c_population_demographics:breakdown_by_age_gender:total_by_age_group:__2.1.f.4__adult_total,c_population_demographics:breakdown_by_age_gender:total_by_age_group:__2.1.f.5__elderly_total,c_population_demographics:breakdown_by_age_gender:total_by_gender:__2.1.b.2__male_total,c_population_demographics:breakdown_by_age_gender:total_by_gender:__2.1.b.3__female_total,c_population_demographics:breakdown_by_age_gender:__2.1.b.1__total_individuals,total_number_of_ind,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.2.c.1__no_of_pregnant_women,d2.2.d.1__no_of_breastfeeding_mothers,2.2.g.1__no_of_persons_w_physical_disabilities,no_of_persons_w_mental_disabilities,2.2.x.1__no_of_elderly_persons,2.2.i.2__no_of_unaccompanied_minors,2.2.i.4__no_of_orphaned_minors,2.2.n.1__no_of_single_female_headed_households,2.2.o.1__no_of_single_male_headed_households,2.2.p.1__no_of_single_child_headed_households,2.2.f.1__no_of_persons_with_chronic_diseases_or_serious_medical_conditions,2.3.b.4 previously been displaced,2.3.e.1 intended return area,2.3.e.7 why not return,2.3.g.1 idp sleeping in site,3.1.a.1 no shelter,3.1.b.1 tents,3.1.c.1 makeshift,3.1.d.1 indoors,3.2.a.1 access electricity,3.2.b.1 access safe cooking,3.2.c.1 have private areas,3.7.c.2 have mosquito net,3.7.j.1 most needed nfi,3.7.j.2 second most needed nfi,3.7.j.3 third most needed nfi,3.8.b.1 shelter repair materials,4.1.a.1 water source location,4.1.i.5 water point improvement,4.1.b.1 non drinking water source,4.1.f.1 drinking water source,4.2.a.1 water consumption,4.1.g.1 drinking water potable,4.3.e.1 water problem,4.3.a.1 drinking water quality complaints,4.4.j.1 latrine condition,4.4.a.1 functioning toilet,4.4.b.1 separate toilets,4.5.b.1 separate bathing areas,4.8.b.1 toilet bathroom lock,4.6.a.1 garbage disposal,4.6.b.1 garbage disposal,4.6.c.1 solid waste problem,4.7.g.1 hand washing stations,4.7.g.2 hand washing practices,4.7.g.3 hygiene promotion campaign,4.4.n.1 open defecation,5.1.a.1 access to food,5.1.e.1 access to market,5.2.f.1 distribution frequency,5.1.d.1 obtaining food,6.1.a.1 malnutrition screening,6.1.b.1 supplementary feeding mother,6.1.c.1 supplementary feeding children,7.1.b.1 most prevalent health problem,7.1.b.2 second most prevalent health problem,7.1.b.3 third most prevalent health problem,7.2.a.3 access to medicine,7.2.a.1 access to health facility,7.2.b.1 location health facility,7.2.c.2 health facilities provider,8.1.b.1 access to education,8.2.a.1 education location,8.2.b.1 education distance,8.3.a.1 attending school,9.1.a.1 majority occupation,9.2.i.1 access to income,9.2.h.1 with source of income,9.3.a.2 livestock,9.1.c.1 cultivation,10.1.a.2 security available,10.1.e.1 reported incident,10.1.b.1 security provider,10.2.g.1 common security incident,10.2.h.1 common gbv incident,10.2.h.4 common trad harmful,10.2.i.1 common child prot incident,10.2.i.4 common problem receiving support,10.1.c.1 child friendly space,10.1.d.1 woman friendly space,10.1.f.1 id card,10.2.j.2 gbv mechanism,10.3.a.3 women feel unsafe,10.3.a.1 men feel unsafe,10.3.a.2 children feel unsafe,10.2.n.1 relationship idp,10.2.o.1 relationship idp host,10.1.s.1 adequate lighting,11.1.a.1 information source,11.1.c.1 main topic,11.3.a.1 travel abroad information
country,round,enum_sex,site_id,site_name,site_region,site_district,site_municipality,site_latitude,site_longitude,smc_exist,smc_community,sma_exist,sma_name,sma_type,regist_activity,support_list,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,site_class,site_type,site_access,site_area,site_owner,site_shelter,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,,,,,,,,,n_total,,,,,,,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_elder,n_child_a_none,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,n_chronic_ill,prev_displaced,return_area,return_prevent,per_sleep_site,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,repair_need,water_location,water_improved,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch ,job_main,job_access,n_hh_income,job_cattle_site,food_land,sec_provided,sec_reported,sec_provider,sec_issue,gbv_issue,sec_tradition,sec_child_issue,support_problem,n_space_child,n_space_female,has_id,gbv_report,unsafe_female,unsafe_male,unsafe_child,rel_idp,rel_com,site_lighting,info_src,info_main,job_abr
Malawi,3,2__female,CH_117,Bodza camp,Southern,Chikhwawa,TA Makhwira,35.01902,-16.20521,1__yes,1__yes,2__no,null,null,1__yes,1__yes,1__yes,1__yes,1__yes,1__yes,1__yes,1__yes,2__no,2__spontaneous,Camp,1__yes,5313,1__public,7__tent,158,16,13,33,34,141,137,52,70,12,21,null,null,null,null,null,null,null,null,529,null,null,null,null,null,null,8,28,16,0,33,0,2,31,7,0,3,2__no,2__nearest_village,3__house_damaged,5__more_than_75_percent,1__none,5__more_than_75_percent,1__none,1__none,1__none,2__less_than_25_percent,2__less_than_25_percent,5__more_than_75_percent,5__kitchen_sets,2__blankets,1__plastic_sheeting,1__yes,1__onsite_less_than_20,1__yes,3__piped_water_supply,3__piped_water_supply,4__more_than_15_liters,1__yes,5__none,2__no,2__not_so_good,18,1__yes,1__yes,2__no,2__garbage_pit,2,2__no,4__yes_no_soap_water,1__yes,1__yes,2__no,1__yes_onsite,2__no,5__once_a_month,2__distribution,1__yes,2__no,1__yes,3__malaria,13__rti,12__other,1__yes,1__yes,3__off-site_less_than_3_km,1__government,1__yes,2__offsite,1__less_than_1_km,5__more_than_75_percent,3__farming,2__no,null,2__no,1__yes,1__yes,2__no,2__police,9__none,7__none,7__none,4__none,16__none,1,1,1__yes,1__yes,2__no,2__no,2__no,2__good,3__poor,2__not_adequate,2__local_leader,9__situation_in_areas_of_origin,2__no
Malawi,3,2__female,CH_127,Savala,Southern,Chikhwawa,TA Makhwira,34.03202,-16.29544,1__yes,1__yes,1__yes,Redcross,4__international,1__yes,1__yes,1__yes,1__yes,1__yes,1__yes,2__no,1__yes,2__no,1__planned,Collective Settlement,1__yes,6510,1__public,7__tent,161,9,8,58,98,98,134,84,112,14,12,null,null,null,null,null,null,null,null,627,null,null,null,null,null,null,17,54,1,0,28,0,22,38,4,2,0,1__yes,1__place_of_origin,3__house_damaged,4__less_than_75_percent,3__less_than_50_percent,3__less_than_50_percent,1__none,2__less_than_25_percent,1__none,1__none,1__none,2__less_than_25_percent,8__other,5__kitchen_sets,1__plastic_sheeting,1__yes,1__onsite_less_than_20,1__yes,3__piped_water_supply,3__piped_water_supply,3__less_than_15_liters,1__yes,5__none,2__no,2__not_so_good,26,1__yes,1__yes,1__yes,2__garbage_pit,1,2__no,2__none,2__no,1__yes,2__no,1__yes_onsite,2__no,6__irregular,2__distribution,1__yes,2__no,2__no,3__malaria,13__rti,12__other,2__no,1__yes,4__off-site_more_than_3_km,1__government,1__yes,2__offsite,2__less_than_2_km,4__less_than_75_percent,6__collecting_firewood,1__yes,12,2__no,1__yes,2__no,1__yes,1__self_organized,2__friction_with_host_community,7__none,7__none,4__none,16__none,0,0,1__yes,1__yes,2__no,2__no,2__no,2__good,3__poor,3__no_lighting,1__families_friends,9__situation_in_areas_of_origin,2__no
Malawi,3,1__male,Ns_114,Chapinga,Southern,Nsanje,TA Mlolo,35.189,16.426,1__yes,1__yes,2__no,null,null,1__yes,1__yes,2__no,1__yes,1__yes,2__no,2__no,2__no,2__no,1__planned,Collective Settlement,1__yes,120000,1__public,7__tent,680,30,31,186,201,412,567,284,310,8,11,null,null,null,null,null,null,null,null,2040,null,null,null,null,null,null,31,25,1,1,19,0,0,278,15,0,1,1__yes,5__none_stay_here,3__house_damaged,3__less_than_50_percent,1__none,4__less_than_75_percent,1__none,3__less_than_50_percent,1__none,1__none,4__less_than_75_percent,2__less_than_25_percent,5__kitchen_sets,2__blankets,3__mosquito_nets,1__yes,4__offsite_more_than_20,1__yes,9__spring,2__handpumps,4__more_than_15_liters,1__yes,5__none,2__no,5__no_answer,0,2__no,2__no,2__no,1__no_waste_disposal_system,0,1__yes,2__none,2__no,1__yes,1__yes,2__yes_offsite,2__no,6__irregular,2__distribution,1__yes,1__yes,1__yes,3__malaria,2__diarrhea,11__none,2__no,1__yes,4__off-site_more_than_3_km,4__other,1__yes,2__offsite,4__less_than_10_km,2__less_than_25_percent,3__farming,1__yes,500,1__yes,1__yes,2__no,1__yes,10__none,5__theft,7__none,7__none,4__none,2__not_enough_assistance_for_all,0,0,1__yes,1__yes,1__yes,1__yes,1__yes,2__good,2__good,3__no_lighting,3__site_management,5__access_to_services,2__no
Malawi,3,1__male,Ns_120,Mbwazi,Southern,Nsanje,TA Mlolo,35.1844,-16.447,1__yes,1__yes,2__no,null,null,1__yes,1__yes,1__yes,1__yes,2__no,1__yes,2__no,1__yes,2__no,1__planned,Camp,1__yes,7000,1__public,7__tent,460,88,95,300,324,442,474,584,631,353,382,null,null,null,null,null,null,null,null,3673,null,null,null,null,null,null,15,176,4,1,25,1,1,47,13,1,0,1__yes,2__nearest_village,6__basic_infrastructures_damaged,3__less_than_50_percent,1__none,3__less_than_50_percent,5__more_than_75_percent,3__less_than_50_percent,1__none,2__less_than_25_percent,2__less_than_25_percent,5__more_than_75_percent,8__other,2__blankets,5__kitchen_sets,1__yes,2__onsite_more_than_20,1__yes,11__other,2__handpumps,4__more_than_15_liters,1__yes,5__none,2__no,1__good,33,1__yes,1__yes,1__yes,2__garbage_pit,11,2__no,1__yes,1__yes,1__yes,2__no,2__yes_offsite,2__no,5__once_a_month,2__distribution,1__yes,1__yes,1__yes,3__malaria,12__other,2__diarrhea,1__yes,1__yes,4__off-site_more_than_3_km,1__government,1__yes,2__offsite,3__less_than_5_km,4__less_than_75_percent,3__farming,1__yes,900,2__no,1__yes,1__yes,1__yes,1__self_organized,1__alcohol_drug_related_disturba,7__none,7__none,4__none,2__not_enough_assistance_for_all,1,1,1__yes,1__yes,2__no,2__no,2__no,2__good,2__good,2__not_adequate,3__site_management,12__distribution,2__no
Malawi,3,1__male,Ns_127,Osiyana,Southern,Nsanje,TA Mlolo,35.21065,16.47833,1__yes,1__yes,2__no,null,null,1__yes,1__yes,1__yes,1__yes,1__yes,1__yes,2__no,1__yes,2__no,1__planned,Camp,1__yes,19800,1__public,7__tent,507,56,83,159,246,438,632,349,385,49,22,null,null,null,null,null,null,null,null,2419,null,null,null,null,null,null,8,109,60,0,71,0,0,18,0,0,1,1__yes,2__nearest_village,6__basic_infrastructures_damaged,2__less_than_25_percent,1__none,4__less_than_75_percent,2__less_than_25_percent,1__none,1__none,1__none,4__less_than_75_percent,5__more_than_75_percent,8__other,5__kitchen_sets,2__blankets,1__yes,1__onsite_less_than_20,1__yes,12__none,3__piped_water_supply,4__more_than_15_liters,1__yes,5__none,2__no,1__good,30,1__yes,1__yes,2__no,2__garbage_pit,2,2__no,1__yes,1__yes,1__yes,2__no,2__yes_offsite,1__yes,5__once_a_month,2__distribution,1__yes,1__yes,1__yes,3__malaria,13__rti,12__other,1__yes,1__yes,4__off-site_more_than_3_km,4__other,1__yes,2__offsite,2__less_than_2_km,5__more_than_75_percent,7__daily_labourer,1__yes,380,2__no,1__yes,1__yes,2__no,1__self_organized,9__none,7__none,7__none,4__none,2__not_enough_assistance_for_all,1,1,1__yes,1__yes,2__no,2__no,2__no,2__good,2__good,2__not_adequate,3__site_management,10__other,1__yes
Malawi,3,1__male,Ph_155,Namasoko school,Southern,Phalombe,TA Mkhumba,35.60872,-15.69574,1__yes,1__yes,2__no,null,null,1__yes,1__yes,1__yes,1__yes,1__yes,2__no,1__yes,2__no,2__no,2__spontaneous,Collective Settlement,1__yes,4800,1__public,1__school,35,1,4,14,14,13,28,2,19,0,6,null,null,null,null,null,null,null,null,101,null,null,null,null,null,null,2,6,0,0,6,0,8,13,2,0,10,2__no,1__place_of_origin,3__house_damaged,5__more_than_75_percent,1__none,2__less_than_25_percent,1__none,4__less_than_75_percent,1__none,4__less_than_75_percent,1__none,4__less_than_75_percent,1__plastic_sheeting,2__blankets,5__kitchen_sets,1__yes,1__onsite_less_than_20,1__yes,3__piped_water_supply,3__piped_water_supply,4__more_than_15_liters,1__yes,5__none,2__no,2__not_so_good,4,1__yes,1__yes,2__no,2__garbage_pit,1,1__yes,2__none,2__no,1__yes,2__no,3__no,1__yes,7__never,5__other,1__yes,2__no,1__yes,13__rti,3__malaria,2__diarrhea,1__yes,1__yes,4__off-site_more_than_3_km,1__government,1__yes,1__onsite,1__less_than_1_km,5__more_than_75_percent,3__farming,1__yes,28,2__no,1__yes,1__yes,2__no,4__local_authorities,9__none,7__none,7__none,4__none,2__not_enough_assistance_for_all,0,0,1__yes,1__yes,2__no,2__no,2__no,2__good,3__poor,2__not_adequate,3__site_management,12__distribution,2__no
Malawi,3,1__male,Ph_190,Namangale church,Southern,Phalombe,TA Mkhumba,35.50715,-15.65424,1__yes,1__yes,2__no,null,null,1__yes,1__yes,2__no,1__yes,1__yes,1__yes,1__yes,2__no,2__no,2__spontaneous,Collective Settlement,1__yes,9000,2__private,12__other,35,2,1,14,8,39,30,26,35,7,2,null,null,null,null,null,null,null,null,164,null,null,null,null,null,null,3,10,0,0,9,0,7,6,0,2,6,2__no,1__place_of_origin,3__house_damaged,5__more_than_75_percent,1__none,1__none,1__none,5__more_than_75_percent,1__none,2__less_than_25_percent,1__none,2__less_than_25_percent,5__kitchen_sets,2__blankets,1__plastic_sheeting,1__yes,3__offsite_less_than_20,1__yes,2__handpumps,2__handpumps,4__more_than_15_liters,1__yes,2__taste,1__yes,1__good,1,2__no,2__no,2__no,2__garbage_pit,1,2__no,2__none,2__no,1__yes,2__no,2__yes_offsite,1__yes,6__irregular,5__other,1__yes,2__no,2__no,3__malaria,13__rti,11__none,1__yes,1__yes,4__off-site_more_than_3_km,1__government,1__yes,2__offsite,2__less_than_2_km,5__more_than_75_percent,3__farming,1__yes,30,2__no,1__yes,1__yes,1__yes,2__police,5__theft,7__none,7__none,4__none,2__not_enough_assistance_for_all,0,0,1__yes,1__yes,1__yes,1__yes,1__yes,2__good,3__poor,2__not_adequate,3__site_management,7__other_relief_assistance,2__no
Malawi,3,2__female,Ph_193,Likhulwa church,Southern,Phalombe,TA Mkhumba,35.59828,-15.68123,1__yes,2__no,2__no,null,null,2__no,2__no,2__no,2__no,1__yes,2__no,1__yes,1__yes,2__no,2__spontaneous,Collective Settlement,1__yes,6000,2__private,12__other,45,10,22,13,16,15,18,30,45,0,12,null,null,null,null,null,null,null,null,181,null,null,null,null,null,null,4,8,7,1,12,0,1,35,21,1,6,2__no,1__place_of_origin,3__house_damaged,5__more_than_75_percent,4__less_than_75_percent,1__none,1__none,2__less_than_25_percent,1__none,1__none,1__none,2__less_than_25_percent,5__kitchen_sets,2__blankets,1__plastic_sheeting,1__yes,4__offsite_more_than_20,1__yes,7__unprotected_well,2__handpumps,4__more_than_15_liters,1__yes,5__none,2__no,2__not_so_good,1,2__no,2__no,2__no,4__other,0,2__no,2__none,2__no,1__yes,2__no,3__no,1__yes,7__never,5__other,1__yes,2__no,1__yes,3__malaria,13__rti,2__diarrhea,1__yes,1__yes,4__off-site_more_than_3_km,1__government,1__yes,2__offsite,2__less_than_2_km,5__more_than_75_percent,3__farming,1__yes,33,2__no,1__yes,1__yes,2__no,4__local_authorities,9__none,7__none,7__none,4__none,16__none,0,0,1__yes,1__yes,2__no,2__no,2__no,2__good,2__good,2__not_adequate,3__site_management,5__access_to_services,2__no
Malawi,3,1__male,Ph_194,Loche camp,Southern,Phalombe,TA Mkhumba,35.60231,-15.68289,1__yes,1__yes,2__no,null,null,1__yes,2__no,1__yes,1__yes,1__yes,2__no,1__yes,2__no,2__no,2__spontaneous,Collective Settlement,1__yes,15000,2__private,12__other,44,2,1,11,12,41,55,14,46,2,5,null,null,null,null,null,null,null,null,189,null,null,null,null,null,null,6,10,2,0,7,0,2,6,0,0,6,2__no,1__place_of_origin,3__house_damaged,5__more_than_75_percent,1__none,3__less_than_50_percent,1__none,4__less_than_75_percent,1__none,4__less_than_75_percent,1__none,5__more_than_75_percent,5__kitchen_sets,2__blankets,1__plastic_sheeting,1__yes,3__offsite_less_than_20,2__no,7__unprotected_well,7__unprotected_well,4__more_than_15_liters,2__no,3__suspended_solids,1__yes,1__good,4,1__yes,4__no_answer,2__no,2__garbage_pit,1,2__no,1__yes,1__yes,1__yes,2__no,3__no,1__yes,7__never,6__none,1__yes,2__no,2__no,3__malaria,13__rti,11__none,1__yes,1__yes,4__off-site_more_than_3_km,1__government,1__yes,2__offsite,2__less_than_2_km,5__more_than_75_percent,3__farming,1__yes,22,2__no,1__yes,1__yes,1__yes,2__police,1__alcohol_drug_related_disturba,7__none,3__forced_family_separations,4__none,2__not_enough_assistance_for_all,0,0,1__yes,1__yes,2__no,2__no,2__no,3__poor,2__good,3__no_lighting,3__site_management,7__other_relief_assistance,2__no
