Country,Round,SSID,NameofLocation,Survey_Date,LatitudeY,LongitudeX,ADM1_NAME,ADM2_NAME,ADM3_NAME,11b2 Sex of Enumerator,11i1 Accessibility to site,11j1 Estimated area of camp (meters squared),12a1 Is there any registration activity,12b1 Is there a Site Management Committee (SMC) at the site?,12b2 Is the site management committee (SMC) made up from the,12c1 Is there a Site Management Agency (SMA) at the site?,12c2 Type of SMA,12c3 Name of SMA,12m1 Is there a service provider contact list?,12n1 Is WASH support being provided at the site ?,12o1 Is HEALTH support being provided at the site,12p1 Is SHELTER/NFI support provided at the site ?,12q1 Is FOOD support provided at the site ?,12r1 Is PROTECTION support provided at the site ?,12s1 Is EDUCATION support provided at the site ?,12t1 Is LIVELIHOOD support being provided at the site?,13a1 Site Classification,13b1 Site Type,13c1 What is the most common type of shelter,13d1 Ownership of land of site,14a1 Site start/open date (DDMMYYYY),14c1 Closing Date (DDMMYYYY),15b1 Place of Origin of the largest IDP group in camp (Admin,15b2 Place of Origin of the largest IDP group in camp (Admin,15b3 Place of Origin of the largest IDP group in camp (Admin,101a2 Is there security on-site/settlement areas,101b1 Who provides main security in the site,101c1 Number of children friendly spaces,101e1 Are security incidents reported in the site,101f1 Do the majority of people have identification card or o,101s1 Is there adequate lighting in the majority of communal,102g1 Most common type of security incidents reported occurri,102h1 Most common type of GBV incidents reported occurring in,102h4 Are traditional harmful practices occurring in the site,102i1 Most common type of child protection incidents reported,102i4 Most reported problem in receiving support,102j2 Reporting/referral mechanism for GBV survivors,102n1 Relationship amongst IDPs,102o1 Relationship between IDPs and host community,103a1 Do men feel unsafe in site,103a2 Do children feel unsafe in site,103a3 Do women feel unsafe at the site,111a1 Where do residents mostly get their information from?,111c1 What is the main topic on which the community is reques,113a1 Travel abroad opportunities are being discussed/adverti,"113a2 If YES, with which?",21a1 Total Number of IDP Families/HHs,21b1 Total Number of IDP Individuals,21b2 Total number of IDP Male Individuals,21b3 Total Number of IDP Female Individuals,21c1 Number of Males by age: <1 year,21c2 Number of Males by age: 1-5 years,21c3 Number of Males by age: 6-17 years,21c4 Number of Males by age: 18-59 years,21c5 Number of Males by age: >60 years,21d1 Number of Females by age: <1 year,21d2 Number of Females by age: 1-5 years,21d3 Number of Females by age: 6-17 years,21d4 Number of Females by age: 18-59 years,21d5 Number of Females by age: >60 years,22c1 Number of pregnant women,22d1 Number of breastfeeding mothers,22f1 Number of Persons with Chronic Diseases or Serious Medic,22g1 Number of persons with Physical Disabilities,22h1 Number of persons with Mental Disabilities,22i2 Number of Unaccompanied children,22i4 Number of Orphaned Children,22n1 Number of single female-headed households,22o1 Number of single male-headed households,22p1 Number of child-headed households,22x1 Number of unaccompanied elderly persons,23b4 Have IDPs previously been displaced,23e1 Area of intended return for largest IDP group,23e7  What is preventing the largest IDP group of returning h,23g1  Estimated % of IDPs sleeping in the site,31a1 Percentage of HH living outside (no shelter),31b1 Percentage of HH living in tents,31d1 Percentage of HH living indoors (solid walls),32c1 Percentage of HH with private living area,37c2 Percentage of HH with mosquito nets,37j1 Most needed type of NFI,37j2 Second most needed type of NFI,37j3 Third most needed type of NFI,38b1 Is there a need for shelter repair materials,"41a1 Location of site's main water source (walking, one-way)",41b1 Main non-drinking water source provided or available,41f1 What is the main drinking water source provided or avail,41g1 Is the drinking water potable ?,"41i5  Have water points (hand-pump, piped, …) been improved?",42a1 Average amount of water available per day and per person,43a1 Complaints about drinking water quality,43e1 What is the problem with water?,44a1 Number of functioning toilets available on-site,44b1 Availability of separate male and female toilets,44j1 Condition of most of the latrines,44n1  Evidence of open defecation?,45b1 Availability of separate male and female bathing areas,46a1 Garbage Disposal Type,46b1 Number of garbage disposals,47g1  Availability of hand-washing station filled in with wat,47g2  Evidence of hand-washing practices?,47g3  Hygiene promotion campaign?,48b1 Do toilets and bathrooms have locks from the inside,"51a1 Is there access to food (distribution, vouchers, trade,",51d1 Most common source for obtaining food,51e1 Is there access to a market near from the site?,52f1 Frequency of food (or cash/vouchers) distribution,61a1 Screening for malnutrition conducted in the area? (ie,61b1 Availability of supplementary feeding for pregnant and l,61c1 Availability of supplementary feeding for children,71b1 What is the most prevalent health problem at the site,71b2 What is the second most prevalent health problem at the,71b3 What is the third most prevalent health problem at the s,72a3 Regular access to medicine,72b1 Location of health facilities/services,72c2 Who provides health facilities/services,81b1 Access to formal/informal education services for childre,82a1 Location of formal/informal education facilities/service,82b1 Distance to nearest education facility,83a1 % of the children at the site attending school,91a1 Occupation/trade of majority of displaced households (co,91c1 Do IDPs have access to land for cultivation?,92h1 Number of HH in the site with a source of income,92i1 Access to income generating activities,93a2 Is there livestock on site
country,round,site_id,site_name,survey_date,site_latitude,site_longitude,site_region,site_district,site_municipality,enum_sex,site_access,site_area,regist_activity,smc_exist,smc_community,sma_exist,sma_type,sma_name,support_list,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,site_class,site_type,site_shelter,site_owner,site_date_open,site_date_close,origin_region,origin_district,origin_municipality,sec_provided,sec_provider,n_space_child,sec_reported,has_id,site_lighting,sec_issue,gbv_issue,sec_tradition,sec_child_issue,support_problem,gbv_report,rel_idp,rel_com,unsafe_male,unsafe_child,unsafe_female,info_src,info_main,travel_abr,travel_abr_in,n_family,n_total,n_male,n_female,n_1yr_male,n_1to5yr_male,n_6to17yr_male,n_18to59yr_male,n_60plusyr_male,n_1yr_female,n_1to5yr_female,n_6to17yr_female,n_18to59yr_female,n_60plusyr_female,n_pregnant,n_lactating,n_chronic_ill,n_physical_dis,n_mental_dis,n_child_a_none,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,n_elder_a_none,prev_displaced,return_area,return_prevent,per_sleep_site,per_hh_outside,per_hh_tents,per_hh_indoors,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,repair_need,water_location,water_source_np,water_source_p,water_potable,water_improved,water_avg,water_complaint,water_remark,n_latrine,latrine_gender,latrine_cond,hyg_open_def,bathing_gender,hyg_waste,n_garbage,hyg_station,hyg_evidence,hyg_promotion,latrine_lock,food_access,food_source,food_market,food_freq,health_screen,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,health_medicine,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch ,job_main,food_land,n_hh_income,job_access,job_cattle_site
Malawi,1,Bl_104,Mitsidi,2/19/2015,-15.8085,34.9495,Southern,Blantyre,Kuntaja TA,Male,Yes,30000,Yes,Yes,Yes,Yes,Local NGO,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Camp,Tent,Public/Government,1/12/2015,4/30/2015,mwi3,mwi305,mwi30506,Yes,Local authorities,0,No,No,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Local leader,Food,No,,122,267,84,183,7,29,27,12,9,9,32,41,79,22,3,21,6,4,2,5,4,37,8,1,31,No,Place of origin,House damaged/destroyed,> 75%,< 25%,< 75%,< 25%,< 25%,More than 75%,Blankets,Kitchen sets,Plastic sheeting,No,On-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Yes,>15 liters,No,None,12,Yes,Good,No,Yes,Garbage pit,2,Yes,Yes,Yes,No,No,Cash,No,Every 2 weeks,No,No,No,Malaria,Bloody diarrhea,Malnutrition,No,Off-site (> 3 km),Government,Yes,On-site,<1Km,< 25%,Farming,Yes,4,Yes,No
Malawi,1,Bl_107,Makhetha,3/1/2015,-15.7899,35.0644,Southern,Blantyre,Nkolokoti Ward,Male,Yes,40000,No,No,,No,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/12/2015,3/4/2015,mwi3,mwi305,mwi30507,Yes,Other,1,No,Yes,No lighting,Unknown,None,None,None,Other,No,Excellent,Poor,Yes,Yes,Yes,Radio / News,Shelter,No,,2,13,7,6,0,1,4,2,0,0,1,3,2,0,1,0,0,3,0,0,0,0,0,0,0,No,Place of origin,House damaged/destroyed,< 50%,None,None,more than 75%,None,More than 75%,Kitchen sets,Blankets,Plastic sheeting,No,On-site (<20 minutes),Unprotected Well,Piped water supply,Yes,Yes,>15 liters,No,None,8,Yes,Good,No,No,Garbage pit,1,None,No,No,No,No,Cash,Yes,Never,No,No,No,Diarrhea,Malaria,None,Yes,Off-site (> 3 km),Other,Yes,On-site,<1Km,more than 75%,Petty trade,No,2,Yes,No
Malawi,1,Bl_114,Nthawira Parish,3/2/2015,-15.73662,35.05954,Southern,Blantyre,South Lunzu Ward,Male,Yes,60000,No,No,,No,,,No,No,No,No,No,No,No,No,Pre Identified Site (Evacuation Site),Collective Settlement/Centre,Other,Private,1/12/2015,3/6/2015,mwi3,mwi305,mwi30507,Yes,Religious leaders,2,No,Yes,"Yes, there is lighting and it is adequate",Unknown,None,None,None,Other,Yes,Good,Good,No,No,No,Radio / News,Distribution,Unknown,,1,5,2,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,Unknown,<25%,Blankets,Other,None,No,On-site (<20 minutes),Piped water supply,Piped water supply,Yes,Yes,>15 liters,No,None,2,Yes,Good,No,No,Garbage pit,1,None,No,No,Yes,No,Cash,Yes,Never,No,No,No,Malaria,Other: Specify,None,Yes,Off-site (< 3 km),Government,Yes,Off-site,<2Km,more than 75%,Other,Yes,1,Yes,No
Malawi,1,Bl_116,Lonjezo CBO,3/1/2015,-15.78354,35.06971,Southern,Blantyre,Nkolokoti Ward,Male,Yes,1500,No,No,,No,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Community center,Private,1/13/2015,3/4/2015,mwi3,mwi305,mwi30507,No,Self organized,0,No,Yes,No lighting,Alcohol/drug-related disturbance,None,None,None,Other,No,Excellent,Excellent,Yes,Yes,Yes,Local leader,Available health services/heath advice,No,,1,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,None,None,Plastic sheeting,Kitchen sets,Blankets,No,Off-site (<20 minutes),Hand pumps,Piped water supply,Yes,Yes,>15 liters,No,None,2,No,Good,No,No,Garbage pit,1,None,Yes,Yes,No,No,Cash,Yes,Never,No,No,No,Diarrhea,Malaria,None,Yes,On-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Other,No,1,Yes,No
Malawi,1,Bl_120,OVOP,3/5/2015,-15.63418,35.08129,Southern,Blantyre,Makata TA,Male,Yes,1500,No,Yes,No,No,,,No,No,No,No,No,No,No,No,Pre Identified Site (Evacuation Site),Collective Settlement/Centre,Empty building,Public/Government,1/11/2015,3/5/2015,mwi3,mwi305,mwi30505,No,None,0,Yes,Yes,No lighting,Alcohol/drug-related disturbance,None,None,None,Other,Yes,Excellent,Poor,Yes,Yes,Yes,Local leader,Available health services/heath advice,No,,5,29,16,13,0,3,7,6,0,1,2,5,5,0,0,0,0,0,0,0,0,1,0,0,0,No,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,< 25%,None,Blankets,Plastic sheeting,Kitchen sets,No,Off-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Yes,>15 liters,No,Taste,0,No Answer,No Answer,No,No,Unkown,0,"No Answer, why?",No,No,No Answer,No,Cash,Yes,Irregular,No,No,No,Malaria,Diarrhea,Other: Specify,Yes,Off-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,5,Yes,No
Malawi,1,Bl_121,Makata Maize Mill,3/7/2015,-15.63642,35.0819,Southern,Blantyre,Machinjili TA,Male,Yes,1800,No,Yes,Yes,No,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Empty building,Public/Government,1/11/2015,3/9/2015,mwi3,mwi305,mwi30505,No,None,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Local leader,Available health services/heath advice,No,,5,13,8,5,0,2,2,4,0,1,0,2,2,0,0,1,5,0,0,0,0,2,0,0,0,Yes,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,None,<25%,Mosquito nets,Blankets,Plastic sheeting,No,Off-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Unknown,>15 liters,No,None,4,Yes,Good,No,No,Garbage pit,2,None,No,Yes,No Answer,No,Cash,No,Never,No,No,No,Malaria,None,Other: Specify,Yes,Off-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,5,Yes,No
Malawi,1,Bl_124,Chilele Primary School,3/10/2015,-15.54621,35.10107,Southern,Blantyre,Makata TA,Male,Yes,30000,Yes,Yes,No,No,,,No,No,No,No,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/12/2015,3/13/2015,mwi3,mwi305,mwi30505,Yes,Other,1,No,Yes,"Yes, there is lighting but it is NOT adequate",Unknown,None,None,None,Other,Yes,Excellent,Poor,No,No,No,Local leader,Available health services/heath advice,No,,68,243,67,176,9,17,23,13,5,14,24,61,68,9,1,30,1,1,1,0,5,51,1,0,7,No,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,None,<50%,Plastic sheeting,Kitchen sets,Blankets,No,On-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Yes,>15 liters,No,None,8,Yes,Good,No,No,Garbage pit,3,None,No,No,No Answer,No,Cash,Yes,Irregular,No,No,No,Malaria,Diarrhea,Other: Specify,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Daily laborer,No,17,Yes,No
Malawi,1,Bl_125,Step to Jesus Church,3/11/2015,-15.85186,35.09672,Southern,Blantyre,Msamba Ward,Male,Yes,1200,Yes,Yes,Yes,No,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Other,Private,1/11/2015,3/15/2015,mwi3,mwi305,mwi30507,Yes,Other,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Local leader,Available health services/heath advice,No,,20,99,42,57,0,6,23,11,2,0,6,28,16,7,0,1,1,0,0,0,0,0,0,0,9,No,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,None,None,Mosquito nets,Blankets,Kitchen sets,No,On-site (<20 minutes),Ponds/canals,Hand pumps,No,No,>15 liters,No,None,2,No,Good,No,No Answer,No Waste Disposal,0,None,No,No,No,No,Cash,No,Never,No,No,No,Malaria,Diarrhea,None,Yes,Off-site (> 3 km),Government,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,,No,No
Malawi,1,Bl_130,Chikondi Learning Centre,3/14/2015,-15.65155,34.91835,Southern,Blantyre,Kuntaja TA,Male,Yes,300,No,No,,No,,,No,No,No,No,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,School,Private,12/10/2014,3/17/2015,mwi3,mwi305,mwi30506,No,None,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Mobile Phone,Distribution,No,,5,23,9,14,0,3,1,5,0,0,4,3,6,1,0,2,0,0,0,0,0,1,0,0,1,No,Place of origin,House damaged/destroyed,> 75%,None,None,more than 75%,< 50%,<50%,Kitchen sets,Blankets,Plastic sheeting,No,On-site (<20 minutes),Hand pumps,Hand pumps,Yes,No,>15 liters,No,None,2,Yes,Good,No,No,Garbage pit,2,None,No,No,Yes,No,Cash,Yes,Never,No,No,No,Diarrhea,Malaria,Other: Specify,Yes,Off-site (< 3 km),No Answer,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,,No,No
