Country,Round,SSID,Nameof Location,Survey_Date,Latitude Y,Longitude X,1.1.b.2 Sex of Enumerator,1.1.e.1 Site location (Admin 1),1.1.e.2 Site location (Admin 2),1.1.e.3 Site location (Admin 3),1.1.i.1 Accessibility to site,1.1.j.1 Estimated area of camp (meters squared),1.2.a.1 Is there any registration activity,1.2.b.1 Is there a Site Management Committee (SMC) at the site?,1.2.b.2 Is the site management committee (SMC) ,1.2.c.1 Is there a Site Management Agency (SMA) at the site?,1.2.c.2 Type of SMA,1.2.c.3 Name of SMA,1.2.m.1 Is there a service provider contact list?,1.2.n.1 Is WASH support being provided at the site ?,1.2.o.1 Is HEALTH support being provided at the site,1.2.p.1 Is SHELTER/NFI support provided at the site ?,1.2.q.1 Is FOOD support provided at the site ?,1.2.r.1 Is PROTECTION support provided at the site ?,1.2.s.1 Is EDUCATION support provided at the site ?,1.2.t.1 Is LIVELIHOOD support being provided at the site?,1.3.a.1 Site Classification,1.3.b.1 Site Type,1.3.c.1 What is the most common type of shelter,1.3.d.1 Ownership of land of site,1.4.a.1 Site start/open date (DD.MM.YYYY),1.4.c.1 Closing Date (DD.MM.YYYY),1.5.b.1 Place of Origin of the largest IDP group in camp (Admin 1),1.5.b.2 Place of Origin of the largest IDP group in camp (Admin 2) ,1.5.b.3 Place of Origin of the largest IDP group in camp (Admin 3)  ,10.1.a.2 Is there security on-site/settlement areas,10.1.b.1 Who provides main security,10.1.c.1 Number of children friendly spaces,10.1.d.1 Number of women friendly spaces,10.1.e.1 Are security incidents reported,10.1.f.1 Do the majority of people have identification card ,10.1.s.1 Is there adequate lighting in the majority of communal ,10.2.g.1 Most common type of security incidents reported ,10.2.h.1 Most common type of GBV incidents reported ,10.2.h.4 Are traditional harmful practices occurring in the site,10.2.i.1 Most common type of child protection incidents reported,10.2.i.4 Most reported problem in receiving support,10.2.j.2 Reporting/referral mechanism for GBV survivors,10.2.n.1 Relationship amongst IDPs,10.2.o.1 Relationship between IDPs and host community,10.3.a.1 Do men feel unsafe in site,10.3.a.2 Do children feel unsafe in site,10.3.a.3 Do women feel unsafe at the site,11.1.a.1 Where do residents mostly get their information from? ,11.1.c.1 What is the main topic on which the community is reques,11.3.a.1 Travel abroad opportunities are being discussed,"11.3.a.2 If YES, with which?",2.1.a.1 Total Number of IDP Families/HHs,Total number of Individuals,2.1.c.1 Number of Males by age: <1 year,2.1.c.2 Number of Males by age: 1-5 years,2.1.c.3 Number of Males by age: 6-17 years,2.1.c.4 Number of Males by age: 18-59 years,2.1.c.5 Number of Males by age: >60 years,2.1.d.1 Number of Females by age: <1 year,2.1.d.2 Number of Females by age: 1-5 years,2.1.d.3 Number of Females by age: 6-17 years,2.1.d.4 Number of Females by age: 18-59 years,2.1.d.5 Number of Females by age: >60 years,2.2.c.1 Number of pregnant women,2.2.d.1 Number of breastfeeding mothers,2.2.g.1 Number of persons with Physical Disabilities,2.2.h.1 Number of persons with Mental Disabilities,2.2.i.2 Number of Unaccompanied children,2.2.i.4 Number of Orphaned Children,2.2.n.1 Number of single female-headed households,2.2.o.1 Number of single male-headed households,2.2.p.1 Number of child-headed households,2.2.x.1 Number of unaccompanied elderly persons,2.3.b.4 Have IDPs previously been displaced,2.3.e.1 Area of intended return for largest IDP group,2.3.e.7  What is preventing the largest IDP group of returning ,2.3.g.1  Estimated % of IDPs sleeping in the site,3.1.a.1 Percentage of HH living outside (no shelter),3.1.b.1 Percentage of HH living in tents,3.1.c.1  Percentage of HH living in makeshift shelters,3.1.d.1 Percentage of HH living indoors (solid walls),3.2.a.1 Percentage of HH with access to electricity,3.2.b.1 Percentage of HH with access to safe cooking facilities,3.2.c.1 Percentage of HH with private living area,3.7.c.2 Percentage of HH with mosquito nets,3.7.j.1 Most needed type of NFI,3.7.j.2 Second most needed type of NFI,3.7.j.3 Third most needed type of NFI,3.8.b.1 Is there a need for shelter repair materials,"4.1.a.1 Location of site's main water source (walking, one-way)",4.1.b.1 Main non-drinking water source provided or available,4.1.f.1 What is the main drinking water source provided or avail,4.1.g.1 Is the drinking water potable ?,"4.1.i.5  Have water points (hand-pump, piped, …) been improved?",4.2.a.1 Average amount of water available per day and per person,4.3.a.1 Complaints about drinking water quality,4.3.e.1 What is the problem with water?,4.4.a.1 Number of functioning toilets available on-site,4.4.b.1 Availability of separate male and female toilets,4.4.j.1 Condition of most of the latrines,4.4.n.1  Evidence of open defecation?,4.5.b.1 Availability of separate male and female bathing areas,4.6.a.1 Garbage Disposal Type,4.6.b.1 Number of garbage disposals ,4.6.c.1 Solid waste/garbage problem at the site,4.7.g.1  Availability of hand-washing station,4.7.g.2  Evidence of hand-washing practices?,4.7.g.3  Hygiene promotion campaign?,4.8.b.1 Do toilets and bathrooms have locks,5.1.a.1 Is there access to food,5.1.d.1 Most common source for obtaining food,5.1.e.1 Is there access to a market near from the site?,5.2.f.1 Frequency of food (or cash/vouchers) distribution,6.1.a.1 Screening for malnutrition conducted in the area? ,6.1.b.1 Availability of supplementary feeding for pregnant,6.1.c.1 Availability of supplementary feeding for children,7.1.b.1 What is the most prevalent health problem at the site,7.1.b.2 What is the second most prevalent health problem at the ,7.1.b.3 What is the third most prevalent health problem,7.2.a.1 Access to health facilities,7.2.a.3 Regular access to medicine,7.2.b.1 Location of health facilities/services,7.2.c.2 Who provides health facilities/services,8.1.b.1 Access to formal/informal education services for children,8.2.a.1 Location of formal/informal education facilities,8.2.b.1 Distance to nearest education facility,8.3.a.1 % of the children at the site attending school,9.1.a.1 Occupation/trade of majority of displaced households ,9.1.c.1 Do IDPs have access to land for cultivation?,9.2.h.1 Number of HH in the site with a source of income,9.2.i.1 Access to income generating activities,9.3.a.2 Is there livestock on site
country,round,site_id,site_name,survey_date,site_latitude,site_longitude,enum_sex,site_region,site_district,site_municipality,site_access,site_area,regist_activity,smc_exist,smc_community,sma_exist,sma_type,sma_name,support_list,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,site_class,site_type,site_shelter,site_owner,site_date_open,site_date_close,origin_region,origin_district,origin_municipality,sec_provided,sec_provider,n_space_child,n_space_female,sec_reported,has_id,site_lighting,sec_issue,gbv_issue,sec_tradition,sec_child_issue,support_problem,gbv_report,rel_idp,rel_com,unsafe_male,unsafe_child,unsafe_female,info_src,info_main,travel_abr,travel_abr_in,n_family,n_total,n_1yr_male,n_1to5yr_male,n_6to17yr_male,n_18to59yr_male,n_60plusyr_male,n_1yr_female,n_1to5yr_female,n_6to17yr_female,n_18to59yr_female,n_60plusyr_female,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_child_a_none,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,n_elder_a_none,prev_displaced,return_area,return_prevent,per_sleep_site,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,repair_need,water_location,water_source_np,water_source_p,water_potable,water_improved,water_avg,water_complaint,water_remark,n_latrine,latrine_gender,latrine_cond,hyg_open_def,bathing_gender,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,latrine_lock,food_access,food_source,food_market,food_freq,health_screen,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,health_center,health_medicine,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch ,job_main,food_land,n_hh_income,job_access,job_cattle_site
Malawi,2,Ph_180,Australian primary,3/30/15 12:00 AM,-15.70116,35.74163,Male,Southern,Phalombe,Mkhumba TA,Yes,7875,Yes,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Pre Identified Site (Evacuation Site),Collective Settlement/Centre,School,Public/Government,1/8/15 12:00 AM,4/1/15 12:00 AM,Southern,Phalombe,Phalombe Boma,Yes,Self organized,1,1,Yes,Yes,"Yes, there is lighting but it is NOT adequate",Theft,None,None,None,Assistance was physically inadequate for the most vulnerable,Yes,Excellent,Good,No,No,No,Site management,Other reief assistance,No,,85,538,5,43,138,69,7,5,27,151,80,13,5,20,9,0,0,22,18,3,0,20,No,Place of origin,House damaged/destroyed   ,< 25%     ,None,more than 75%,None,None,None,< 25%,None,<25%,Plastic sheeting,Blankets,Kitchen sets,Yes,On-site (<20 minutes),Piped water supply,Piped water supply,Yes,Yes,>15 liters,No,None,9,Yes,Good,No,Yes,Garbage pit,4,Yes,Yes,Yes,No,No,"Yes, On Site",Other,Yes,Irregular,Yes,No,No,Malaria,RTI,Other: Specify,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Farming,Yes,82,Yes,No
Malawi,2,Ph_175,Baani Primary,3/17/15 12:00 AM,-15.58172,35.582643,Male,Southern,Phalombe,Mkhumba TA,Yes,150000,Yes,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Camp,Tent,Public/Government,1/12/15 12:00 AM,3/25/15 12:00 AM,Southern,Phalombe,TA Mkhumba,Yes,Self organized,1,1,Yes,Yes,"Yes, there is lighting but it is NOT adequate",Unknown,None,None,None,Other,Yes,Good,Poor,Yes,Yes,Yes,Site management,Distribution,No,,73,212,7,20,21,21,4,5,17,27,85,5,6,21,2,0,0,21,41,0,0,9,Yes,Place of origin,House damaged/destroyed   ,> 75%     ,None,more than 75%,None,None,None,< 25%,None,<25%,Blankets,Kitchen sets,Bucket,Yes,Off-site (<20 minutes),Hand pumps,Hand pumps,Yes,Yes,>15 liters,Yes,Taste,6,Yes,Good,No,No,Garbage pit,1,No,Yes,Yes,Yes,No,No,Other,No,Irregular,Yes,No,Yes,Diarrhea,RTI,None,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Farming,Yes,50,Yes,No
Malawi,2,Ns_105,Bangula Admarc,3/23/15 12:00 AM,-16.578278,35.119222,Male,Southern,Nsanje,Mbenje STA,Yes,30000,Yes,Yes,Yes,Yes,International NGO,Action Aid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Planned,Camp,Tent,Public/Government,1/13/15 12:00 AM,3/30/15 12:00 AM,Southern,Nsanje,TA Mlolo,Yes,Self organized,2,2,Yes,Yes,"Yes, there is lighting but it is NOT adequate",Alcohol/drug-related disturbance,Domestic violence,None,None,Not enough assistance for all entitled,Yes,Excellent,Excellent,No,No,No,Families & friends,Distribution,No,,2076,4640,8,545,244,844,8,10,820,630,1521,10,159,485,19,2,4,0,823,5,28,18,Yes,Nearest Village,House damaged/destroyed   ,> 75%     ,None,more than 75%,< 25%,< 25%,< 50%,< 75%,< 25%,<75%,Kitchen sets,Plastic sheeting,Other,No,On-site (<20 minutes),Lake/dam/river,Hand pumps,Yes,Yes,>15 liters,No,None,25,Yes,Good,No,Yes,Garbage pit,4,No,Yes,Yes,Yes,Yes,"Yes, On Site",Distribution,Yes,Every 2 weeks,Yes,Yes,Yes,Malaria,Other: Specify,Diarrhea,Yes,Yes,On-site (< 3 km),INGO,Yes,On-site,<2Km,< 75%,Daily laborer,No,,No,No
Malawi,2,Bl_105,Bangwe CCAP,3/26/15 12:00 AM,-15.834,35.087,Male,Southern,Blantyre,Namiyango Ward,Yes,30000,No,Yes,Yes,No,,,Yes,No,Yes,Yes,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/13/15 12:00 AM,4/11/15 12:00 AM,Southern,Blantyre,TA Machinjili,Yes,Other,1,0,No,Yes,No lighting,Unknown,None,None,None,Not enough assistance for all entitled,Yes,Excellent,Good,No,No,No,Radio / News,Available health services/heath advice,No,,53,220,4,15,31,22,4,13,31,52,37,11,1,11,5,0,0,10,20,5,10,5,No,Place of origin,House damaged/destroyed   ,> 75%     ,None,None,None,more than 75%,None,more than 75%,None,None,Kitchen sets,Blankets,Plastic sheeting,Yes,Off-site (<20 minutes),Protected Well,Protected Well,Yes,No,>15 liters,No,None,2,Yes,Good,No,No,Garbage pit,3,No,None,No,No,No,No,Cash,Yes,No Answer,No,No,No,Malaria,Diarrhea,Other: Specify,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Petty trade,No,,No Answer,No
Malawi,2,Ch_129,Bereu,4/2/15 12:00 AM,-16.15264,34.84966,Male,Southern,Chikwawa,Maseya  TA,Yes,3360,Yes,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Camp,Tent,Public/Government,2/27/15 12:00 AM,4/9/15 12:00 AM,Southern,Chikhwawa,TA Maseya,Yes,Police,1,1,No,Yes,No lighting,Unknown,None,None,None,Not enough assistance for all entitled,Yes,Good,Poor,No,No,No,Families & friends,Situation in areas of origin,No,,157,712,9,77,105,103,4,7,55,201,144,7,10,50,10,0,0,0,0,34,6,11,No,Nearest Village,House damaged/destroyed   ,< 75%     ,None,more than 75%,None,None,None,None,None,None,Kitchen sets,Plastic sheeting,Mosquito nets,Yes,Off-site (<20 minutes),Hand pumps,Hand pumps,Yes,Yes,>15 liters,No,None,8,Yes,Not so good,No,Yes,Garbage pit,2,No,Yes,Yes,Yes,No,"Yes, On Site",Distribution,Yes,Every 2 weeks,Yes,No,Yes,Malaria,Diarrhea,Other: Specify,Yes,Yes,Off-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Farming,Yes,2,Yes,No
Malawi,2,Ns_134,Bitilinyu,3/26/15 12:00 AM,-17.086,35.219,Male,Southern,Nsanje,Ndamera TA,Yes,17680,Yes,Yes,Yes,Yes,International NGO,Goal Malawi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Pre Identified Site (Evacuation Site),Camp,Tent,Public/Government,1/14/15 12:00 AM,3/30/15 12:00 AM,Southern,Nsanje,TA Nyachikadza,Yes,Self organized,1,1,Yes,Yes,"Yes, there is lighting but it is NOT adequate",Theft,Domestic violence,None,Child physical abuse,Not enough assistance for all entitled,Yes,Good,Good,Yes,Yes,Yes,Site management,Distribution,No,,2300,3856,454,504,85,800,35,600,817,96,418,47,41,175,33,5,0,51,35,16,0,82,Yes,Nearest Village,Basic infrastructures damaged/flooded   ,< 25%     ,None,< 25%,None,more than 75%,None,None,None,More than 75%,Kitchen sets,Other,None,Yes,On-site (<20 minutes),None,Hand pumps,Yes,Yes,>15 liters,No,None,24,Yes,Good,No,Yes,Garbage pit,2,No,Yes,No,Yes,No,"Yes, On Site",Distribution,Yes,Once a month,Yes,No,No,Malaria,None,Diarrhea,Yes,Yes,Off-site (< 3 km),INGO,Yes,Off-site,<5Km,< 50%,Fishing,Yes,700,Yes,No
Malawi,2,Ch_117,Bodza primary,3/31/15 12:00 AM,-16.20538,35.01872,Female,Southern,Chikwawa,Mankhwira TA,Yes,5313,Yes,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Camp,Tent,Public/Government,1/27/15 12:00 AM,4/4/15 12:00 AM,Southern,Chikhwawa,TA Makhwira,Yes,Police,1,1,No,Yes,No lighting,Unknown,None,None,None,Not enough assistance for all entitled,Yes,Good,Poor,No,No,No,Families & friends,Situation in areas of origin,Yes,,158,529,16,33,141,52,12,13,34,137,70,21,8,28,16,0,0,2,31,7,0,33,No,Nearest Village,House damaged/destroyed   ,> 75%     ,None,more than 75%,None,None,None,< 25%,< 25%,<25%,Kitchen sets,Blankets,Plastic sheeting,Yes,On-site (<20 minutes),Piped water supply,Piped water supply,Yes,Yes,>15 liters,No,None,18,Yes,Not so good,No,Yes,Garbage pit,2,No,Yes,Yes,Yes,Yes,"Yes, On Site",Distribution,No,Once a month,Yes,No,No,Malaria,RTI,Other: Specify,Yes,Yes,Off-site (< 3 km),Government,Yes,Off-site,<1Km,< 50%,Farming,Yes,,No,No
Malawi,2,Ph_184,Bona School,3/24/15 12:00 AM,-15.530853,35.602426,Male,Southern,Phalombe,Mkhumba TA,Yes,15000,Yes,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Tent,Public/Government,1/12/15 12:00 AM,3/27/15 12:00 AM,Southern,Phalombe,TA Mkhumba,Yes,Self organized,1,1,Yes,Yes,"Yes, there is lighting but it is NOT adequate",Friction among site residents,None,None,None,Other,Yes,Poor,Poor,Yes,Yes,Yes,Site management,Other reief assistance,No,,83,198,4,12,12,21,30,7,16,19,44,33,31,15,7,1,0,27,33,14,4,63,Yes,Place of origin,House damaged/destroyed   ,> 75%     ,None,more than 75%,None,< 50%,None,< 25%,None,None,Blankets,Kitchen sets,Mosquito nets,Yes,On-site (<20 minutes),Hand pumps,Tankers,Yes,Yes,>15 liters,No,None,6,Yes,Good,No,Yes,Garbage pit,2,No,Yes,Yes,Yes,No,"Yes, offsite",Other,No,Irregular,Yes,No,Yes,Malaria,RTI,None,Yes,Yes,Off-site (> 3 km),Government,No,On-site,<1Km,< 25%,Farming,Yes,80,Yes,No
Malawi,2,Ph_149,"Catholic Church, Mpasa Primary",3/25/15 12:00 AM,-15.737897,35.599387,Male,Southern,Phalombe,Mkhumba TA,Yes,2400,No,Yes,No,Unknown,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Camp,Other,Private,1/12/15 12:00 AM,3/27/15 12:00 AM,Southern,Phalombe,TA Mkhumba,Yes,Self organized,0,1,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Good,Good,No,Yes,Yes,Local leader,Distribution,No,,45,151,6,15,22,10,0,6,14,27,45,6,27,12,3,0,0,12,4,0,0,4,Yes,Place of origin,House damaged/destroyed   ,< 50%     ,None,< 25%,None,< 50%,None,< 25%,None,More than 75%,Kitchen sets,Blankets,Plastic sheeting,Yes,Off-site (<20 minutes),Hand pumps,Piped water supply,Yes,Yes,>15 liters,Yes,None,2,Yes,Not so good,No,Yes,Garbage pit,1,Yes,None,No,Yes,No,"Yes, On Site",Other,Yes,Once a month,Yes,No,No,RTI,Malaria,None,Yes,Yes,Off-site (< 3 km),Government,Yes,Off-site,<5Km,more than 75%,Other,Yes,,No,No
