round,country,survey_date,site_id,site_name,site_region,site_provence,site_district,site_latitude,site_longitude,site_location,site_class,site_type,site_shelter,smc_exist,smc_community,sma_exist,sma_name,sma_type,site_status,shelter_rem,site_electricty,water_operational,n_female,n_male,n_family,n_infants,n_infants_male,n_infants_female,n_child,n_child_male,n_child_female,n_youth,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_chronic_ill,n_hoh_child,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,idp_leaving,return_area,origin_region,origin_province,origin_district,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,water_location,n_latrine,latrine_gender,bathing_gender,food_freq,food_sup_lac,food_sup_child,food_source,health_issue,health_issue_b,edu_access_i,edu_distance,per_sch,sec_provided,sec_reported,gbv_report,site_lighting,info_main,job_abr,job_farm,job_cattle,job_fishing,job_business
1,Haiti,2/5/17,811-09-S044,CollÅ_geLumiÅ_re,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64718,-74.11169,Anbalê_j,Spontaneous,GroupSites,School,No,No,No,Unknown,None,No,Concrete,"Yes,Generator",Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,"Diarrheal,gastrointestinaldiseases",Skininfections,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S035,BibliothequeCarlEdwardPeter,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64635,-74.11835,BouetteÅçcot_del'Evech_,Spontaneous,GroupSites,Library,No,No,No,Unknown,None,No,Concrete,"Yes,Generator","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,GenitalInfections,"Diarrheal,gastrointestinaldiseases",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/4/17,811-09-S023,EglisedeDieudelaBible,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65207,-74.11462,SourceDommage,Spontaneous,GroupSites,Church,No,No,No,Unknown,None,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/4/17,811-09-S013,Lyc_eNordAlexis,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64714,-74.11933,RueLeopoldDominique,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,"Yes,WaterTruck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,811-09-S025,MaisonElys_e,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65203,-74.123,SourceDommage,Spontaneous,HostCommunities,PrivateHouse,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,1%-25%,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S048,CentreUniversitaireChretienne,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64023,-74.11582,NanBlay,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,,EFACAPdejeremie,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65004,-74.11642,RueCamagnole,Spontaneous,GroupSites,School,No,Yes,No,Unknown,None,No,WoodenBuilding,"Yes,Regularly","Yes,WaterTruck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,On-site(<20minutes),3,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Yes,lightingadequate",Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S042,CollÅ_geEmmanuel,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64834,-74.11489,RueCamagnole,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,"Diarrheal,gastrointestinaldiseases",Malaria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S021,EcoleProfessionnelledeJeremie,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65137,-74.12058,SourceDommage,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Generator","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S037,EcoleChristRoiMEBSH,GrandeAnse,Jeremie,FondRougeDeTorbec,18.66221,-74.17028,Surlaroutedel'aviation,Spontaneous,GroupSites,School,No,No,No,Unknown,None,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,No,Never,No,No,Market,Skininfections,"Diarrheal,gastrointestinaldiseases",No,Unknown,Unknown,No,Unknown,Unknown,Nolighting,None,No,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S043,CollegeJeanBriÅ_re,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65824,-74.13715,Surlaroutedel'aviation,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,Malaria,Skininfections,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
4,Haiti,23/08/17,,AcademiedesPetitsGeniesDeMelon,Sud,Maniche,Melon,18.3566,-73.77306,,Planned,GroupSites,School,No,No,No,,None,Yes,Concrete,"Yes,Regularly",Norunningwater,4,2,1,0,0,0,0,0,0,4,2,2,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,0,Yes,PlaceofOrigin,Sud,Maniche,Melon,1%-25%,1%-25%,1%-25%,76%-100%,Off-site(<20minutes),3,Yes,No,Never,No,No,Market,Influenza_likeillnesses,Influenza_likeillnesses,Yes,<1km,>75%,No,No,No,"Yes,lightingadequate",Shelter,No,0%,0%,0%,76%-100%
1,Haiti,2/5/17,,CollÅ_geSainteBrigitte,GrandeAnse,Jeremie,FondRougeDeTorbec,18.6632,-74.1574,Surlaroutedel'aviation,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,2/5/17,811-09-S017,EcoleMariaMontessorie,GrandeAnse,Jeremie,FondRougeDeTorbec,18.63516,-74.12035,Zonetizong,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Generator","Yes,WaterTruck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,"Diarrheal,gastrointestinaldiseases",Skininfections,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/5/17,,InstitutionmixteBethanie,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64357,-74.1158,Laprovidance,Spontaneous,GroupSites,School,No,No,No,Unknown,None,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/5/17,811-09-S046,EglisedeDieuMackandale,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64849,-74.11462,RueCamagnole,Spontaneous,GroupSites,Church,Unknown,Unknown,Unknown,Unknown,None,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/5/17,811-09-5056,Ecoleunionpatriotique,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64865,-74.11433,RueCamagnole,Spontaneous,GroupSites,School,No,No,No,Unknown,None,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/5/17,811-09-S005,ErlineArmourdesignDieu,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64974,-74.12157,SourceDommage,Spontaneous,GroupSites,Church,No,No,No,Unknown,None,No,Concrete,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/5/17,,EcoleNotreDamedeL'Assomption,GrandeAnse,Jeremie,FondRougeDeTorbec,18.66233,-74.15952,Surlaroutedel'aviation,Spontaneous,GroupSites,School,No,No,No,Unknown,None,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,3/5/17,811-09-S024,EglisedeJesuschrist,GrandeAnse,Jeremie,FondRougeDeTorbec,18.6456,-74.11977,Surlarouteprincipaleprolong_e,Spontaneous,GroupSites,Church,No,No,No,Unknown,None,No,Concrete,"Yes,Regularly","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Yes,Yes,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Yes,lightingadequate",Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,811-09-S008,EgliseP_niel,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64738,-74.11402,RueAlexandreP_tion,Spontaneous,GroupSites,Church,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Generator",Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,811-09-S016,Lyc_edesJeunesFilles,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65138,-74.1207,SourceDommage,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Generator","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,811-09-S016,LyceedesJeunesFilles,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65138,-74.12071,SourceDommage,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Generator","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,811-09-S015,MaisonDieuveniseNazaire,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65249,-74.16698,SurlaroutedeBordes,Spontaneous,GroupSites,PrivateHouse,No,No,No,Unknown,Unknown,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,811-09-S012,KayAncelet,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65985,-74.14245,Surlaroutedel'aviation,Spontaneous,GroupSites,PrivateHouse,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Scarcely","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,,JanvierMozard,GrandeAnse,Jeremie,FondRougeDeTorbec,18.66477,-74.17998,Surlaroutedel'aviation,Spontaneous,GroupSites,PrivateHouse,No,No,No,Unknown,Unknown,No,WoodenBuilding,Noelectricity,"Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,4/5/17,,ISHEPAC,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64307,-74.12122,Surlaroutedel'HHF,Spontaneous,GroupSites,School,No,No,No,Unknown,Unknown,No,Concrete,Noelectricity,"Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,5,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S041,MaisonJeanBaptisteJeanDunal,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64958,-74.17302,SurlaroutedeBordes,Spontaneous,GroupSites,PrivateHouse,Unknown,Unknown,Unknown,Unknown,Unknown,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,76%-100%,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S029,MaisonMarieAngeSaintFleurBalmir,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64864,-74.11986,BasduLyc_eNordAlexie,Spontaneous,GroupSites,PrivateHouse,Unknown,Unknown,Unknown,Unknown,Unknown,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,,MaisonMathialdoLaguerre,GrandeAnse,Jeremie,FondRougeDeTorbec,18.6599,-74.14262,Nanlundy,Spontaneous,GroupSites,PrivateHouse,No,No,No,Unknown,Unknown,No,Concrete,"Yes,Regularly","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,76%-100%,76%-100%,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S054,MaisonmadameLouisAntoine,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64309,-74.118,Rochasse,Spontaneous,GroupSites,PrivateHouse,No,No,No,Unknown,None,No,Concrete,"Yes,Generator","Yes,WaterTruck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,No,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S053,MaisonMarieJeuneErminante,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64761,-74.11527,RueAlexandreP_tion,Spontaneous,GroupSites,IndividualHouse,Unknown,Unknown,Unknown,Unknown,Unknown,No,Concrete,"Yes,Generator","Yes,WaterTruck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S047,KayFlore,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64152,-74.11446,Ruellemerlin,Spontaneous,GroupSites,PrivateHouse,Unknown,Unknown,Unknown,Unknown,Unknown,No,Concrete,"Yes,Generator",Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S026,MaisonJeudiLucka,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65057,-74.1199,SourceDommage,Spontaneous,GroupSites,PrivateHouse,Unknown,Unknown,Unknown,Unknown,Unknown,No,Concrete,"Yes,Scarcely","Yes,NationalWaterandSanitationCompany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S002,MaisonMarcelJeunes,GrandeAnse,Jeremie,FondRougeDeTorbec,18.64948,-74.1707,SurlaroutedeBordes,Spontaneous,GroupSites,PrivateHouse,Unknown,Unknown,Unknown,Unknown,Unknown,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,No,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S030,MaisonMichelineDorismond,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65001,-74.17146,SurlaroutedeBordes,Spontaneous,GroupSites,IndividualHouse,No,No,No,Unknown,Unknown,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,,MaisonMataNazer,GrandeAnse,Jeremie,FondRougeDeTorbec,18.6523,-74.1707,SurlaroutedeBordes,Spontaneous,GroupSites,IndividualHouse,No,No,No,Unknown,Unknown,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,5/5/17,811-09-S033,MaisonRoseMariePoteau,GrandeAnse,Jeremie,FondRougeDeTorbec,18.65269,-74.16698,SurlaroutedeBordes,Spontaneous,GroupSites,PrivateHouse,No,No,No,Unknown,None,No,WoodenBuilding,Noelectricity,Norunningwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,PlaceofOrigin,GrandeAnse,Jeremie,FondRougeDeTorbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
