,,start,end,today,deviceid,subscriberid,simserial,phonenumber,Fecha de la Encuesta,Nombre encuestador,Ronda de la encuesta,Sexo del encuestador,ID del sitio (SSID),Nombre del sitio,Clasificacion del sitio,area rural o urbana?,Region,Provincia,Distrito,Centro Poblado,Guardar las coordenadas GPS.,_Guardar las coordenadas GPS._latitude,_Guardar las coordenadas GPS._longitude,_Guardar las coordenadas GPS._altitude,_Guardar las coordenadas GPS._precision,Tipo de Sitio,Especificar,Estatus,Hay en el sitio una agencia gestora (AG)?,Por que?,Nombre de la agencia gestora:,Nombre del punto focal de la AG,Telefono del punto focal de la AG,Tipo de organizacion gestora del sitio?,Cual?,Porque?,Hay comite de gestion en el sitio(CGS)?,Por que?,El CGS esta compuesto por miembros de la comunidad?,Por que?,Dia de apertura del sitio,Dia de cierre del sitio,Accesibilidad al Sitio,Tiempo estimado de cierre del sitio,Propietario de la tierras del sitio,area estimada del sitio (en metros cuadrados),Existe alguna actividad de empadronamiento?,Por que?,Existe una lista de contacto con proveedores de servicios?,Por que?,Se esta prestando soporte de AGUA Y SANEAMIENTO (WASH) en el sitio ?,Por que?,Se esta prestando soporte de SALUD en el sitio ?,Por que?,Se esta prestando soporte de REFUGIO /ELEMENTOS NO ALIMENTARIOS en el sitio ?,Por que?,Se esta prestando soporte de ALIMENTACION en el sitio ?,Por que?,Se esta prestando soporte de PROTECCION en el sitio ?,Por que?,Se esta prestando soporte de EDUCACION en el sitio ?,Por que?,Se esta prestando soporte de SUSTENTO/MEDIOS DE VIDA en el sitio ?,Por que?,Region,Provincia,Distrito,Centro Poblado,Region,Provincia,Distrito,Centro Poblado,No. Familias,Hombres,Mujeres,Total,Hombres,Mujeres,Total,Hombres,Mujeres,Total,Hombres,Mujeres,Total,Hombres,Mujeres,Total,Total Hombres,Total Mujeres,Total Individuos,Mujeres embarazadas menores 18,Mujeres embarazadas mayores 18,Madres lactantes,Personas con discapacidades fisicas,Personas con discapacidades mentales,Adultos mayores solos,Personas con enfermedades cronicas,Menores que no estan a cargo de ningun adulto,Menores a cargo de un adulto que no es familiar,Menores huerfanos,Mujeres solas jefas de familia,Hombres solos jefes de familia,Menores solos jefes de familia,Fecha arribo primer grupo PDI,Fecha arribo ultimo grupo PDI,Han sido desplazados previamente?,Porque?,area prevista para el retorno de la mayoria de los desplazados,Porque?,Region,Provincia,Distrito,Centro Poblado,Hay un plan de reubicacion de las poblaciones desplazadas del sitio?,Porque?,"SI, Nombre sitio de reubicacion",Que Evita que el mayor numero de desplazados retorne a sus hogares?,Porque?,Hay grupos familiares compartiendo el mismo techo?,"Promedio, numero de familias por techo compartido?",El refugio se puede cerrar con llave desde adentro?,% de familias viviendo a la intemperie (Sin Refugio),% de familias viviendo en carpas,% de familias viviendo en refugios improvisados,% de familias viviendo en edificios de materiales nobles,% de familias con acceso a la electricidad,% de familias con acceso inst. para cocinar seguras,% de familias con acceso a areas privadas de vivienda,% de familias con mosquiteros,Hay necesidad de kits de reparacion de refugios?,Porque?,Principal,Segundo,Tercero,Hay acceso a productos de higiene femenina,Porque?,"otro, especificar",Ubicacion de la Fuente principal de agua del sitio de alojamiento (Caminando de ida),Porque?,"han sido mejoradas las fuentes de agua? (canerias, tanques, etc)",Porque?,Existen puntos de agua estan operativos?,Porque?,Cuantos puntos de agua estan operativos?,Principal Fuente de agua no potable,Especificar,Porque?,Principal Fuente de agua potable,Especificar,Porque?,Cantidad de agua total disponible por dia/persona,Porque?,Hay quejas sobre la calidad del agua?,Porque?,Cual es el principal problema con el agua?,Porque?,Condiciones de la mayoria de las letrinas/banos,Porque?,Numero de Letrinas/banos funcionando en el sitio,Banos y duchas cuentan con sistemas de cierre desde el interior?,Porque?,Banos y duchas cuentan con luz,Porque?,Disponibilidad de Letrinas/banos separados para mujeres y hombres,Porque?,Disponibilidad de zonas de duchas separadas para mujeres y hombres,Porque?,Hay evidencia de defecacion a cielo abierto?,Porque?,Hay practicas de lavado de manos habitual?,Porque?,"Existen estaciones de lavado de manos con agua y jabon, cerca de los servicios higienicos?",Porque?,Hay campanas de promocion de las higiene?,Porque?,Principal metodo de disposicion de residuos,"otro, especificar",Porque?,"hay acceso a alimentos (dist, vouchers�Ê‰ÛÓ_)",Porque?,hay acceso a mercados cerca del sitios de alojamiento?,"Frecuencia de distribucion de alimentos  (comida x trabajo, etc.)",Porque?,Principal fuente para obtener comida,Hay seguimiento de caso de malnutricion en el sitio?,Porque?,Disponibilidad de alimento sup. Embarazadas/madres lactantes,Porque?,Disponibilidad de alimento suplementario para ninos,Porque?,Principal,segundo,Tercero,"otro, especificar",Hay acceso regular a medicamentos?,Porque?,Hay acceso a centros de salud?,Porque?,Distancia al centro de salud mas cercano,Quien es el principal proveedor de servicios de salud?,Acceso a  servicios de educacion formal/informal para ninos hijos de jefes de familia desplazados,Porque?,Distancia al centro educativo mas cercano,Porque?,Ubicacion a  servicios de educacion formal/informal para ninos hijos de jefes de familia desplazados,Porque?,% de ninas asistiendo a clases en el sitio,% de ninos asistiendo a clases en el sitio,Hay escuelas en la zona siendo utilizadas como refugios?,Porque?,Principal ocupacion / comercio de la mayoria de los desplazados,"otro, especificar",Porque?,Numero de Familias con una Fuente de ingresos,Hay acceso a actividades de generacion de ingresos?,Porque?,Hay Ganado en el sitio?,Porque?,Tiene los desplazados acceso a tierra para cultivos?,Porque?,Se le han ofrecido oportunidades laborales dentro o fuera del sitio?,Porque?,Especifique todos los lugares,A traves de que medios dichas oportunidades de viaje han sido anunciadas?,"En caso de que hayan habido oportunidades, donde eran?",Es provista seguridad en el sitio?,Porque?,Hay reportes de incidentes en el sitio?,Porque?,Quien provee seguridad en el sitio?,"otro, especificar",Porque?,Cuales son los incidentes de seguridad reportados mas comunes?,"Cuales son los incidentes de seguridad reportados mas comunes?/Otro, especificar",Cuales son los incidentes de seguridad reportados mas comunes?/Incidentes con la comunidad de acogida,Cuales son los incidentes de seguridad reportados mas comunes?/Abuso de Alcohol/drogas,"Cuales son los incidentes de seguridad reportados mas comunes?/Sin respuesta, Por que?",Cuales son los incidentes de seguridad reportados mas comunes?/Delitos,Cuales son los incidentes de seguridad reportados mas comunes?/Robos,Cuales son los incidentes de seguridad reportados mas comunes?/Desconocido,Cuales son los incidentes de seguridad reportados mas comunes?/Conflictos armados,Cuales son los incidentes de seguridad reportados mas comunes?/Incidentes entre residentes del sitio,Cuales son los incidentes de seguridad reportados mas comunes?/Ninguno,"otro, especificar",Porque?,Ha habido incidentes relacionados a violencia de genero?,Porque?,Cuales son los problemas mas comunes al momento de recibir asistencia?,"Cuales son los problemas mas comunes al momento de recibir asistencia?/Otro, especificar",Cuales son los problemas mas comunes al momento de recibir asistencia?/La asistencia brindada no responde a las necesidades,Cuales son los problemas mas comunes al momento de recibir asistencia?/Grupos no afectados reciben asistencia,Cuales son los problemas mas comunes al momento de recibir asistencia?/Exclusion de mujeres jefas de familia,"Cuales son los problemas mas comunes al momento de recibir asistencia?/Sin respuesta, Por que?",Cuales son los problemas mas comunes al momento de recibir asistencia?/Exclusion de ninos jefes de familia,Cuales son los problemas mas comunes al momento de recibir asistencia?/Falta de documentacion,Cuales son los problemas mas comunes al momento de recibir asistencia?/Exclusion de familias por razones desconocidas,Cuales son los problemas mas comunes al momento de recibir asistencia?/Desconocido,Cuales son los problemas mas comunes al momento de recibir asistencia?/Exclusion de ninos solos,Cuales son los problemas mas comunes al momento de recibir asistencia?/Exclusion de personas mayores y personas discapacitadas,Cuales son los problemas mas comunes al momento de recibir asistencia?/Algunos grupos especificos son excluidos,Cuales son los problemas mas comunes al momento de recibir asistencia?/Insuficiente asistencia para todos los beneficiarios,Cuales son los problemas mas comunes al momento de recibir asistencia?/Peleas entre beneficiarios en los puntos de distribucion,Cuales son los problemas mas comunes al momento de recibir asistencia?/Exclusion por genero,Cuales son los problemas mas comunes al momento de recibir asistencia?/Los beneficiarios deben dar sobornos para recibir asistencia,Cuales son los problemas mas comunes al momento de recibir asistencia?/Asistencia inadecuada para los grupos mas vulnerables,Cuales son los problemas mas comunes al momento de recibir asistencia?/Ninguna,Cuales son los problemas mas comunes al momento de recibir asistencia?/Interferencias en la distribucion de ayuda,"otro, especificar","sin respuesta, Porque?",NaÌ¤ de espacios seguros/ recreacionales designados para los ninos,NaÌ¤ de espacios seguros / recreacionales designados para las mujeres,Tiene la mayoria de la poblacion desplazada documentos de identidad u otro documento de ID?,Porque?,Existe un mecanismos de reporte de incidente de violencia de genero en el sitio?,Porque?,Se sienten las mujeres inseguras en el sitio?,Porque?,Se sienten los hombres inseguros en el sitio?,Porque?,Se sienten los ninos inseguros en el sitio?,Porque?,Como es la relacion entre los desplazados,Porque?,Como es la relacion entre los desplazados y la comunidad de acogida?,Porque?,"Hay una iluminacion adecuada en los espacios comunes del sitio? (SSHH, Espacios publicos, etc�Ê‰ÛÓ_)",Porque?,Como obtiene comunmente informacion los residentes del sitio?,"otro, especificar",Porque?,Que informacion requieren habitualmente los residentes del sitio?,"otro, especificar",Porque?,_id,_uuid,_submission_time,_index
country,round,survey_date,,,,,,,survey_date,enum_name,,enum_sex,,site_name,,site_urban,site_region,site_province,site_district,site_center,,site_latitude,site_longitude,,,site_type,site_type_desc,site_open,sma_exist,,sma_name,,,sma_type,,,smc_exist,,smc_community,,site_date_open,site_date_close,site_access,site_est_close,site_owner,site_area,site_census,,,,support_wash,,support_health,,support_shelter,,support_food,,support_protect,,support_education,,support_live,,,,,,,,,,,,,,,,,,,,,,,,,,n_male,n_female,n_total,n_pregnant_youth,n_pregnant_adult,n_lactating,n_physical_dis,n_mental_dis,n_adult_single,n_chronic_ill,n_child_a_none,n_child_a_unrel,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,site_idp_first,site_idp_last,prev_displaced,,return_area,,return_region,return_province,return_district,return_pop_area,return_plan,,return_plan_place,return_prevent,,multi_roof,n_multi_roof,shelter_lock,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,per_hh_private,per_hh_nets,repair_need,,nfi_a,nfi_b,nfi_c,hyg_f_product,hyg_f_remark,nfi_other,water_location,water_loc_remark,water_improved,,water_operational,,n_water_operational,water_source_np,water_np_remark,water_np_why,water_source_p,water_p_remark,water_np_why,water_avg,,water_complaint,,water_remark,water_remark_other,latrine_cond,latrine_cond_remark,n_latrine,latrine_lock,latrine_lock_remark,latrine_light,latrine_light_remark,latrine_gender,,bathing_gender,,hyg_open_def,,hyg_evidence,,hyg_station,,hyg_promotion,,hyg_waste,hyg_waste_remark,,food_access,,food_market,food_freq,,food_source,health_screen,,food_sup_lac,,food_sup_child,,health_issue,health_issue_b,health_issue_c,health_issue_other,,,health_center,,health_center_dist,health_provider,edu_access,,edu_distance,,edu_location,,per_sch_female,per_sch_male,sch_shelter,,job_main,job_main_other,,n_hh_income,job_access,,job_cattle_site,,food_land,,job_offer,,job_offer_where,job_offer_how,job_abr_in,sec_provided,,sec_reported,,sec_provider,,,sec_issue,,n_sec_host,n_sec_substance,,n_sec_crime,n_sec_theft,,n_sec_arm_conflict,n_sec_onsite,n_sec_none,n_sec_other,,gbv_exist,,support_problem,,support_not_fit,support_non_affect,support_no_fhoh,,support_no_choh,support_no_document,support_no_unknown,,,,,support_not_met,support_fights,,,support_no_vuln,support_no_issue,support_interference,support_other,,n_space_child,n_space_female,has_id,,gbv_report,,unsafe_female,,unsafe_male,,unsafe_child,,rel_idp,,rel_host,,site_lighting,,info_src,,,info_main,,,site_id,,,
Peru,1,2017-04-09T08:41:20.225-05,2017-04-09T08:43:49.098-05,4/9/17,3.54E+14,,,,4/9/17,Anaomi Alayo,1,Femenino,2,,,area urbana,PIURA,PUIRA,CASTILLA,Las Mercedes,,,,,,Centro Colectivo,,Cerrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0dca4134-6da4-4700-bc4c-163122ecd8bb,2017-04-10T03:10:53,1
Peru,1,2017-04-09T08:49:20.424-05,2017-04-09T08:51:35.119-05,4/9/17,3.54E+14,,,,4/9/17,Anaomi Alayo,1,Femenino,2,,,area urbana,PIURA,PUIRA,CASTILLA,Ciudad del Nino,,,,,,Centro Colectivo,,Cerrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,1097feb8-fe13-469d-94fb-caeb51476b42,2017-04-10T03:10:56,2
Peru,1,2017-04-09T11:21:49.985-05,2017-04-09T11:24:58.842-05,4/9/17,3.54E+14,,,,4/9/17,Richard Arana - Sofia Garc‰Ûªa,1,Femenino,2,,,area urbana,PIURA,PUIRA,CURA MORI,Cura Mori,,,,,,Comunidad de Acogida,,Cerrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3407f831-e3bc-4cb7-9a52-5a9617c086e6,2017-04-10T03:11:05,3
Peru,1,2017-04-09T11:04:59.094-05,2017-04-09T11:06:18.064-05,4/9/17,3.54E+14,,,,4/9/17,Anaomi Alayo,1,Femenino,2,,,area urbana,PIURA,PUIRA,CASTILLA,Chiclayito,,,,,,Comunidad de Acogida,,Cerrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,00ce1acf-95e1-4d63-9fe0-e5bf0825a58b,2017-04-10T03:11:13,4
Peru,1,2017-04-10T15:36:17.999-05,2017-04-10T15:44:30.910-05,4/10/17,3.54E+14,,,,4/10/17,Noelia Lopez Sevilla,1,Femenino,2,,,area rural,PIURA,PUIRA,CATACAOS,San Pablo,,,,,,Centro Colectivo,,Cerrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,6c053a44-3cc2-4e85-b165-b4f7d8f10fbb,2017-04-11T00:39:06,5
Peru,1,2017-04-09T10:22:30.427-05,2017-04-09T10:24:49.198-05,4/9/17,3.54E+14,,,,4/9/17,Susan Magallanes,1,Femenino,2,,,area urbana,PIURA,PUIRA,PIURA,Ah. Buenos aires,,,,,,Comunidad de Acogida,,Cerrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,f82da986-f94e-48e3-8648-443a3790856e,2017-04-11T02:29:51,6
Peru,1,2017-04-09T09:35:47.765-05,2017-04-09T10:54:30.564-05,4/9/17,3.54E+14,,,,4/9/17,David Cortez,1,Masculino,2,,,area rural,PIURA,PUIRA,CURA MORI,Chato Chico,,,,,,Campamento,,Abierto,No,,,,,,,,No,,,,3/27/17,,Si,Desconocido,Publicas/Gubernamentales,200,No,,No,,Si,,No,,No,,Si,,No,,No,,No,,PIURA,PUIRA,,Chato chico,PIURA,PUIRA,CURA MORI,Chato Chico,,2,1,3,5,0,5,5,3,8,6,9,15,1,1,2,19,14,33,0,0,,,,0,2,0,0,0,0,4,0,3/27/17,3/27/17,No,,"Ninguno, aqui",,PIURA,PUIRA,CURA MORI,Chato chico,No,,,Danos/destruccion de los hogares,,Si,5,No,Sin Informacion,Sin Informacion,menos de 50%,Ninguna,menos de 50%,Sin Informacion,Ninguna,menos de 25%,No,,Mosquiteros,Sets de Cocina,Otros,No,,Cocinas.,En el sitio,,No,,Si,,1,Pozo protegido,,,Pozo protegido,,,Desconocido,,No,,,,Malas (No hay higiene),,0,No,,Si,,No,,No,,Si,,No,,No,,No,,No hay sist. de disp. De residuos,,,No,,No,Desconocido,,Cultivos,Si,,No,,No,,Bronquitis,Diarrea,Malnutricion,,No,,No,,Fuera del sitio (mas de  3 km),"Otro, especificar",No,,Desconocido,,Ninguno,,Ninguna,Ninguna,No,,Agricultura,,,200,No,,Si,,No,,No,,,,,No,,No,,Nadie,,,Desconocido,0,0,0,0,0,0,1,0,0,0,,,No,,Ninguna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,Si,,No,,Si,,Si,,Si,,Buena,,Buena,,No hay iluminacion,,Radio/Television,,,Desconocido,,,68,a48a2b37-05a3-4fbc-bd79-ab262b90a772,2017-04-10T03:07:23,7
Peru,1,2017-04-09T11:57:58.380-05,2017-04-09T12:19:30.825-05,4/9/17,3.54E+14,,,,4/9/17,Wanner More,1,Masculino,2,,,area rural,PIURA,PUIRA,CURA MORI,Chato Chico,,,,,,Campamento,,Abierto,No,,,,,,,,No,,,,3/27/17,,Si,Desconocido,Tierras privadas,50,No,,No,,Si,,No,,No,,Si,,No,,No,,No,,PIURA,PUIRA,CURA MORI,Chato Chico,PIURA,PUIRA,CURA MORI,Chato Chico,,0,0,0,0,0,0,,,,1,1,2,1,1,2,2,2,#REF!,0,0,,,,2,1,0,0,0,0,0,0,3/27/17,3/27/17,No,,"Ninguno, aqui",,PIURA,PUIRA,CURA MORI,Chato Chico,No,,,Danos/destruccion de los hogares,,No,,No,Sin Informacion,menos de 50%,menos de 50%,Sin Informacion,Sin Informacion,Sin Informacion,Ninguna,Ninguna,No,,Mosquiteros,Baldes,Otros,No,,Cocinas,Fuera del sitio (menos de 20 minutos),,No,,Si,,1,Pozo no protegido,,,Pozo no protegido,,,Desconocido,,No,,,,Malas (No hay higiene),,0,No,,No,,No,,No,,Si,,No,,No,,No,,No hay sist. de disp. De residuos,,,,,No,Desconocido,,Cultivos,No,,No,,No,,Diarrea,Bronquitis,Malnutricion,,No,,No,,Fuera del sitio (mas de  3 km),Desconocido,No,,menos de 2km,,Ninguno,,Ninguna,Ninguna,No,,Agricultura,,,100,No,,Si,,No,,No,,,,,No,,No,,Nadie,,,Robos Delitos,0,0,0,0,1,1,0,0,0,0,,,No,,Insuficiente asistencia para todos los beneficiarios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,Si,,No,,No,,No,,No,,Buena,,Buena,,No hay iluminacion,,Radio/Television,,,Desconocido,,,69,56194b04-c1d5-442a-afed-b03ca7583b67,2017-04-10T03:08:26,8
Peru,1,2017-04-09T12:23:28.936-05,2017-04-09T12:54:25.649-05,4/9/17,3.54E+14,,,,4/9/17,Wanner More,1,Masculino,2,,,area rural,PIURA,PUIRA,CURA MORI,Pedegral Grande y Nuevo Pedregal,,,,,,Comunidad de Acogida,,Abierto,No,,,,,,,,No,,,,3/27/17,,Si,Desconocido,Publicas/Gubernamentales,300,No,,No,,No,,Si,,No,,Si,,No,,No,,No,,PIURA,PUIRA,CATACAOS,Pedregal grande,PIURA,PUIRA,CATACAOS,Nuevo Pedregal,,0,0,0,1,2,3,11,7,18,7,5,15,1,1,2,20,15,38,0,0,,,,0,1,0,0,0,0,0,0,3/27/17,3/27/17,No,,Poblado cercano,,PIURA,PUIRA,CATACAOS,Nuevo Pedregal,No,,,Danos/destruccion de los hogares,,Si,8,No,Sin Informacion,Sin Informacion,Sin Informacion,Sin Informacion,Sin Informacion,Sin Informacion,Sin Informacion,Ninguna,No,,Mosquiteros,Baldes,Sets de Cocina,No,,,En el sitio,,No,,No,,,Pozo no protegido,,,Pozo no protegido,,,Desconocido,,No,,Ninguno,,Malas (No hay higiene),,0,No,,No,,No,,No,,Si,,No,,No,,No,,No hay sist. de disp. De residuos,,,No,,Si,Desconocido,,Donacion de comunidad de acogida,No,,No,,No,,Bronquitis,Diarrea,Malnutricion,,No,,Si,,En el sitio,ONG Int.,No,,menos de 1km,,Ninguno,,Ninguna,Ninguna,Si,,Agricultura,,,90,No,,Si,,No,,No,,,,,No,,No,,Policia,,,Robos,0,0,0,0,0,1,0,0,0,0,,,No,,Ninguna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,Si,,No,,Si,,Si,,Si,,Buena,,Buena,,"Si, hay iluminacion de manera adecuada",,Radio/Television,,,Desconocido,,,70,32b3bf5c-4297-4e6f-9614-caa434e39fbf,2017-04-10T03:08:29,9
