Country,Round,Survey ID,SSID,Nameof Location,Survey_Date,Survey_Wave,Template,Latitude Y,Longitude X,CNTRY_NAME,ADM1_NAME,ADM2_NAME,ADM3_NAME,1.1.a.1 Survey date (DD.MM.YYYY),1.1.a.2 Survey Round,1.1.b.1 Enumerator name (person filling out the form),1.1.b.2 Sex of Enumerator,1.1.c.1 Site ID (SSID),1.1.d.1 Site Name,1.1.e.1 Site location (Admin 1),1.1.e.2 Site location (Admin 2),1.1.e.3 Site location (Admin 3),1.1.f.1 Site GPS Longitude,1.1.f.2 Site GPS Latitude,1.1.i.1 Accessibility to site,1.1.j.1 Estimated area of camp (meters squared),1.2.a.1 Is there any registration activity,1.2.b.1 Is there a Site Management Committee (SMC) at the site?,1.2.b.2 Is the site management committee (SMC) ,1.2.b.7 SMC member name or focal point at site,1.2.b.8 SMC member phone number,1.2.c.1 Is there a Site Management Agency (SMA) at the site?,1.2.c.2 Type of SMA,1.2.c.3 Name of SMA,1.2.c.4 SMA member name or focal point at site,1.2.c.5 SMA member phone number,1.2.m.1 Is there a service provider contact list?,1.2.n.1 Is WASH support being provided at the site ?,1.2.o.1 Is HEALTH support being provided at the site,1.2.p.1 Is SHELTER/NFI support provided at the site ?,1.2.q.1 Is FOOD support provided at the site ?,1.2.r.1 Is PROTECTION support provided at the site ?,1.2.s.1 Is EDUCATION support provided at the site ?,1.2.t.1 Is LIVELIHOOD support being provided at the site?,1.3.a.1 Site Classification,1.3.b.1 Site Type,1.3.c.1 What is the most common type of shelter,1.3.d.1 Ownership of land of site,1.4.a.1 Site start/open date (DD.MM.YYYY),1.4.b.1 Site Expected Closing Date,1.4.c.1 Closing Date (DD.MM.YYYY),1.5.b.1 Place of Origin of the largest IDP group in camp (Admin 1),1.5.b.2 Place of Origin of the largest IDP group in camp (Admin 2) ,1.5.b.3 Place of Origin of the largest IDP group in camp (Admin 3)  ,1.5.b.4 Place of Origin of the largest IDP group (Admin 4),1.5.b.5 Place of Origin of the largest IDP group (Admin 5),1.5.c.1 Place of Origin of the second largest IDP group (Admin 1),1.5.c.2 Place of Origin of the second largest IDP group (Admin 2),1.5.c.3 Place of Origin of the second largest IDP group (Admin 3),1.5.c.4 Place of Origin of the second largest IDP group (Admin 4),1.5.c.5 Place of Origin of the second largest IDP group (Admin 5),10.1.a.2 Is there security on-site/settlement areas,10.1.b.1 Who provides main security,10.1.c.1 Number of children friendly spaces,10.1.d.1 Number of women friendly spaces,10.1.e.1 Are security incidents reported,10.1.f.1 Do the majority of people have identification card ,10.1.s.1 Is there adequate lighting in the majority of communal ,10.2.g.1 Most common type of security incidents reported ,10.2.h.1 Most common type of GBV incidents reported ,10.2.h.4 Are traditional harmful practices occurring in the site,10.2.i.1 Most common type of child protection incidents reported,10.2.i.4 Most reported problem in receiving support,10.2.j.2 Reporting/referral mechanism for GBV survivors,10.2.n.1 Relationship amongst IDPs,10.2.o.1 Relationship between IDPs and host community,10.3.a.1 Do men feel unsafe in site,10.3.a.2 Do children feel unsafe in site,10.3.a.3 Do women feel unsafe at the site,11.1.a.1 Where do residents mostly get their information from? ,11.1.c.1 What is the main topic on which the community is reques,11.3.a.1 Travel abroad opportunities are being discussed,"11.3.a.2 If YES, with which?",1.1.c.1 Site ID (SSID),2.1.a.1 Total Number of IDP Families/HHs,2.1.b.5  Is there sample demographic calculator for the site,"2.1.b.6 If yes, how many households",Total number of Individuals,2.1.c.1 Number of Males by age: <1 year,2.1.c.2 Number of Males by age: 1-5 years,2.1.c.3 Number of Males by age: 6-17 years,2.1.c.4 Number of Males by age: 18-59 years,2.1.c.5 Number of Males by age: >60 years,2.1.d.1 Number of Females by age: <1 year,2.1.d.2 Number of Females by age: 1-5 years,2.1.d.3 Number of Females by age: 6-17 years,2.1.d.4 Number of Females by age: 18-59 years,2.1.d.5 Number of Females by age: >60 years,2.2.c.1 Number of pregnant women,2.2.d.1 Number of breastfeeding mothers,2.2.g.1 Number of persons with Physical Disabilities,2.2.h.1 Number of persons with Mental Disabilities,2.2.i.2 Number of Unaccompanied children,2.2.i.4 Number of Orphaned Children,2.2.n.1 Number of single female-headed households,2.2.o.1 Number of single male-headed households,2.2.p.1 Number of child-headed households,2.2.x.1 Number of unaccompanied elderly persons,2.3.b.4 Have IDPs previously been displaced,2.3.c.1 Date of arrival of first IDP group,2.3.c.2 Date of arrival of last IDP group,2.3.e.1 Area of intended return for largest IDP group,2.3.e.2 ADMIN 1 location of intended area of return for largest group,2.3.e.3 ADMIN 2 location of intended area of return for largest group,2.3.e.4 ADMIN 3 location of intended area of return for largest group,2.3.e.5 ADMIN 4 location of intended area of return for largest group,2.3.e.6 ADMIN 5 location of intended area of return for largest group,2.3.e.7  What is preventing the largest IDP group of returning ,2.3.f.1 Area of intended relocation plan for largest group ,2.3.f.5 Name the Relocation Site (New Camp),2.3.g.1  Estimated % of IDPs sleeping in the site,3.1.a.1 Percentage of HH living outside (no shelter),3.1.b.1 Percentage of HH living in tents,3.1.c.1  Percentage of HH living in makeshift shelters,3.1.d.1 Percentage of HH living indoors (solid walls),3.2.a.1 Percentage of HH with access to electricity,3.2.b.1 Percentage of HH with access to safe cooking facilities,3.2.c.1 Percentage of HH with private living area,3.7.c.2 Percentage of HH with mosquito nets,3.7.j.1 Most needed type of NFI,3.7.j.2 Second most needed type of NFI,3.7.j.3 Third most needed type of NFI,3.8.b.1 Is there a need for shelter repair materials,"4.1.a.1 Location of site's main water source (walking, one-way)",4.1.b.1 Main non-drinking water source provided or available,4.1.f.1 What is the main drinking water source provided or avail,4.1.g.1 Is the drinking water potable ?,"4.1.i.5  Have water points (hand-pump, piped, …) been improved?",4.1.i.6  How operational are they?,4.2.a.1 Average amount of water available per day and per person,4.3.a.1 Complaints about drinking water quality,4.3.e.1 What is the problem with water?,4.4.a.1 Number of functioning toilets available on-site,4.4.b.1 Availability of separate male and female toilets,4.4.j.1 Condition of most of the latrines,4.4.n.1  Evidence of open defecation?,4.5.b.1 Availability of separate male and female bathing areas,4.6.a.1 Garbage Disposal Type,4.6.b.1 Number of garbage disposals ,4.6.c.1 Solid waste/garbage problem at the site,4.7.g.1  Availability of hand-washing station,4.7.g.2  Evidence of hand-washing practices?,4.7.g.3  Hygiene promotion campaign?,4.8.b.1 Do toilets and bathrooms have locks,5.1.a.1 Is there access to food,5.1.d.1 Most common source for obtaining food,5.1.e.1 Is there access to a market near from the site?,5.2.f.1 Frequency of food (or cash/vouchers) distribution,6.1.a.1 Screening for malnutrition conducted in the area? ,6.1.b.1 Availability of supplementary feeding for pregnant,6.1.c.1 Availability of supplementary feeding for children,7.1.b.1 What is the most prevalent health problem at the site,7.1.b.2 What is the second most prevalent health problem at the ,7.1.b.3 What is the third most prevalent health problem,7.2.a.1 Access to health facilities,7.2.a.3 Regular access to medicine,7.2.b.1 Location of health facilities/services,7.2.c.2 Who provides health facilities/services,8.1.b.1 Access to formal/informal education services for children,8.2.a.1 Location of formal/informal education facilities,8.2.b.1 Distance to nearest education facility,8.3.a.1 % of the children at the site attending school,9.1.a.1 Occupation/trade of majority of displaced households ,9.1.c.1 Do IDPs have access to land for cultivation?,9.2.h.1 Number of HH in the site with a source of income,9.2.i.1 Access to income generating activities,9.3.a.2 Is there livestock on site,Comments
country,round,,site_id,,survey_date,,,site_latitude,site_longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site_type,,,,,,,,,,,,,,,,sec_provided,,,,,,,,,,,,,,,,,,,,job_abr,,,n_family,,,n_total,,,,,,,,,,,,,,,,,n_hoh_female,,,,,,,,,,,,,,,,,per_hh_outside,,,,,,,,,,,,,,water_source_p,,,,,,,,latrine_gender,,,,,,,,,,,food_access,,,,,,,,,,,,,,edu_access,,,,,,n_hh_income,,,
Malawi,2,ddf3f5c6-77b4-4e1d-80cf-85c0de57f87c,Ph_187,Mwimba School,4/3/15 12:00 AM,2,Malawi,-15.52528,35.84407,Malawi,Southern,Phalombe,Mkhumba TA,4/3/15 12:00 AM,2,,Male,Ph_187,Mwimba school,Southern,Phalombe,Mkhumba TA,35.84339,-15.52564,Yes,15000,Yes,Yes,No,,,No,,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/14/15 12:00 AM,Unknown,4/5/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Nambazo,Mandawala,mwi3,mwi309,mwi30903,Nambazo,Motcha,Yes,Police,0,0,No,Yes,No lighting,Friction with host community,Domestic violence,None,None,Other,Yes,Excellent,Poor,No,No,No,Site management,Other reief assistance,No,,Ph_187,31,Yes,20,103,1,5,12,12,2,2,13,19,29,8,0,2,0,0,0,4,8,0,0,10,No,1/14/15 12:00 AM,3/6/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Nambazo,Mandawala,House damaged/destroyed   ,No,,> 75%     ,None,None,None,more than 75%,None,< 25%,None,<25%,Blankets,Plastic sheeting,Kitchen sets,Yes,Off-site (<20 minutes),Unprotected Well,Hand pumps,Yes,Yes,100%,>15 liters,No,None,6,Yes,Good,No,Yes,Garbage pit,2,Yes,None,No,Yes,No,No,Other,Yes,Never,Yes,No,No,Malaria,RTI,Diarrhea,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Farming,Yes,28,Yes,No,NULL
Malawi,2,1f7e8618-a328-4883-8584-88c53623888e,Ph_114,Nambazo (Relatives),4/3/15 12:00 AM,2,Malawi,-15.55501,35.81997,Malawi,Southern,Phalombe,Nazombe TA,4/3/15 12:00 AM,2,,Male,Ph_114,Nambazo,Southern,Phalombe,Nazombe TA,35.81984,-15.55497,Yes,5500,Yes,Yes,Yes,,,No,,,,,Yes,Yes,Yes,Yes,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Tent,Public/Government,1/11/15 12:00 AM,Unknown,4/5/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Nambazo,Nambazo,mwi3,mwi309,mwi30903,Nambazo,Nakhungu,Yes,Police,1,0,Yes,Yes,No lighting,Friction with host community,None,None,None,Other,Yes,Excellent,Poor,No,No,No,Site management,Distribution,No,,Ph_114,31,Yes,20,127,1,6,36,2,0,4,7,39,15,17,0,12,4,2,0,11,27,0,3,17,No,1/11/15 12:00 AM,1/18/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Nambazo,Nambazo,House damaged/destroyed   ,No,,> 75%     ,None,< 75%,None,< 25%,None,< 25%,None,<25%,Plastic sheeting,Kitchen sets,Blankets,Yes,On-site (<20 minutes),Hand pumps,Hand pumps,Yes,Yes,˃ 50%   ,>15 liters,No,None,3,Yes,Good,No,Yes,No Waste Disposal,0,Yes,Yes but no soap/water inside ,Yes,Yes,No,No,Other,Yes,Never,Yes,No,No,RTI,Malaria,None,Yes,Yes,Off-site (< 3 km),Government,Yes,On-site,<1Km,more than 75%,Farming,Yes,14,Yes,No,NULL
Malawi,2,b13fec31-898b-4e77-a618-c24a58a01ffa,Ph_143,Mangazi,3/31/15 12:00 AM,2,Malawi,-15.7167,35.8127,Malawi,Southern,Phalombe,Nazombe TA,3/31/15 12:00 AM,2,,Female,Ph_143,Mangazi school,Southern,Phalombe,Nazombe TA,35.706185,-15.714178,Yes,10000,Yes,Yes,Yes,,,No,,,,,Yes,No,No,Yes,Yes,No,Yes,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/12/15 12:00 AM,Unknown,4/2/15 12:00 AM,Southern,Phalombe,TA Nazombe,Namalima,Namalima,mwi3,mwi309,mwi30902,Namalima,Mwala,No,None,0,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Good,Good,No,Yes,Yes,Authorities,Other reief assistance,No,,Ph_143,27,Yes,20,103,1,6,31,7,1,1,10,22,15,9,0,5,0,1,0,14,5,0,0,8,No,1/12/15 12:00 AM,1/15/15 12:00 AM,Place of origin,Southern,Phalombe,TA Nazombe,Namalima,Namalima,House damaged/destroyed   ,No,,< 25%     ,None,< 25%,None,more than 75%,None,< 25%,< 25%,None,Kitchen sets,Blankets,Bucket,Yes,On-site (<20 minutes),Hand pumps,Hand pumps,Yes,Yes,100%,>15 liters,No,None,2,Yes,Not so good,No,Yes,Garbage pit,3,No,None,No,Yes,Yes,"Yes, offsite",Cash,No,Once a month,No,No,No,Malaria,Other: Specify,None,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Collecting firewood,Yes,12,Yes,No,NULL
Malawi,2,7fa2cdfe-2ea4-4e23-b88f-179023d2fc35,Ph_105,Chinani Primary School,4/5/15 12:00 AM,2,Malawi,-15.5704,35.8083,Malawi,Southern,Phalombe,Nazombe TA,4/5/15 12:00 AM,2,,Female,Ph_105,Chinani school,Southern,Phalombe,Nazombe TA,35.8084,-15.57029,Yes,10000,Yes,Yes,Yes,,,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/14/15 12:00 AM,Unknown,4/6/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Chinani,Gwadila,mwi3,mwi309,mwi30903,Chinani,Chinani,Yes,Police,0,0,Unknown,Yes,No lighting,Unknown,None,None,None,Not enough assistance for all entitled,Yes,Good,Good,No,No,No,Local leader,Distribution,No,,Ph_105,73,Yes,6,239,11,26,35,3,0,21,33,29,70,11,2,34,5,1,3,16,51,1,1,11,No,1/14/15 12:00 AM,1/23/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Chinani,Gwadila,House damaged/destroyed   ,No,,> 75%     ,None,None,None,more than 75%,None,< 25%,None,More than 75%,Plastic sheeting,Kitchen sets,Blankets,Yes,Off-site (<20 minutes),Hand pumps,Hand pumps,Yes,Yes,˃ 50%   ,>15 liters,No,None,4,Yes,Unknown,No,Yes,Garbage pit,1,Yes,Yes but no soap/water inside ,Yes,Yes,No,"Yes, offsite",Other,Yes,Once a month,Yes,No,No,Measles,RTI,Malaria,Yes,Yes,Off-site (< 3 km),Government,Yes,On-site,<1Km,more than 75%,Farming,Yes,62,Yes,No,NULL
Malawi,2,f54dd24f-5158-4b37-89c9-8cee5aa466e5,Ph_173,Luwani Primary school,3/31/15 12:00 AM,2,Malawi,-15.75461,35.8025,Malawi,Southern,Phalombe,Nazombe TA,3/31/15 12:00 AM,2,,Female,Ph_173,Luwani school,Southern,Phalombe,Nazombe TA,35.70719,-15.77557,Yes,8000,No,Yes,Yes,,,No,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/13/15 12:00 AM,Unknown,4/3/15 12:00 AM,Southern,Phalombe,TA Nazombe,Makhonja,Njima,mwi3,mwi309,mwi30902,N/a,N/a,No,None,0,1,No,Yes,No lighting,Unknown,None,None,None,Assistance was physically inadequate for the most vulnerable,No,Good,Poor,No,Yes,Yes,Site management,Other reief assistance,No,,Ph_173,116,Yes,20,741,38,31,60,60,15,81,39,200,200,17,4,130,4,2,0,30,30,6,0,33,No,1/13/15 12:00 AM,1/18/15 12:00 AM,Place of origin,Southern,Phalombe,TA Nazombe,Makhonja,Njima,House damaged/destroyed   ,No,,> 75%     ,None,< 25%,None,more than 75%,None,< 25%,None,None,Blankets,Kitchen sets,Mosquito nets,Yes,On-site (<20 minutes),Tankers,Tankers,Yes,Yes,100%,>15 liters,No,None,9,Yes,Not so good,No,Yes,Garbage pit,2,No,Yes,Yes,Yes,No,"Yes, offsite",Cash,No,Once a month,No,No,No,RTI,Malaria,None,Yes,Yes,Off-site (< 3 km),Government,Yes,On-site,<1Km,more than 75%,Other,Yes,88,Yes,No,NULL
Malawi,2,d1cdc5ac-4faa-4d3c-b224-7d4690bb9b7b,Ph_174,Walawamphuno school,4/4/15 12:00 AM,2,Malawi,-15.6331,35.79858,Malawi,Southern,Phalombe,Nazombe TA,4/4/15 12:00 AM,2,,Male,Ph_174,Mwalawamphuno,Southern,Phalombe,Nazombe TA,35.82075,-15.62115,Yes,10000,Yes,Yes,Yes,,,No,,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/11/15 12:00 AM,Unknown,4/5/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Nthambula,Nthambula,mwi3,mwi309,mwi30903,N/a,N/a,Yes,Self organized,0,1,No,Yes,There are no men at the site,Unknown,None,None,None,Other,No,Excellent,Excellent,No Answer,Yes,No,Site management,Other reief assistance,No,,Ph_174,12,Yes,12,57,0,5,17,1,0,0,5,17,12,0,0,2,1,1,0,0,12,0,0,0,No,1/11/15 12:00 AM,1/11/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Nthambula,Nthambula,House damaged/destroyed   ,No,,> 75%     ,None,None,None,more than 75%,None,< 25%,None,<50%,Plastic sheeting,Kitchen sets,Blankets,Yes,Off-site (<20 minutes),Unprotected Well,Unprotected Well,Yes,No,Not operational   ,>15 liters,Yes,Suspended solids,4,Yes,Good,No,Yes,Garbage pit,2,No,Yes,Yes,Yes,No,No,Other,No,Never,Yes,No,No,RTI,None,Other: Specify,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Farming,Yes,12,Yes,No,NULL
Malawi,2,faff70a0-fae2-40bd-b0c4-dc3853a9167c,Ph_112,Mulambala Rc Church,4/4/15 12:00 AM,2,Malawi,-15.5902,35.7941,Malawi,Southern,Phalombe,Nazombe TA,4/4/15 12:00 AM,2,,Female,Ph_112,Mlambala church,Southern,Phalombe,Nazombe TA,35.67888,-15.71501,Yes,5000,Yes,Yes,Yes,,,No,,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Other,Private,1/6/15 12:00 AM,Unknown,4/5/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Mpinda,Haziwelo,mwi3,mwi309,mwi30903,Mpinda,Vokiwa,Yes,Self organized,1,0,Yes,Yes,No lighting,Alcohol/drug-related disturbance,None,None,None,None,Yes,Good,Good,No,No,Yes,Site management,Other reief assistance,No,,Ph_112,87,Yes,10,213,3,13,58,18,4,8,28,59,15,7,6,19,3,0,0,10,67,7,0,11,Yes,1/6/15 12:00 AM,2/14/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Mpinda,Haziwelo,House damaged/destroyed   ,Yes,N/a,< 50%     ,None,< 25%,None,< 75%,None,< 50%,None,<50%,Plastic sheeting,Kitchen sets,Mosquito nets,Yes,Off-site (>20 minutes),Hand pumps,Hand pumps,Yes,Yes,100%,>15 liters,No,None,4,Yes,Not so good,No,Yes,Garbage pit,1,No,Yes,Yes,Yes,No,"Yes, offsite",Cash,No,Once a month,Yes,No,No,Diarrhea,RTI,None,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Other,Yes,54,Yes,No,NULL
Malawi,2,ffe4adec-ca95-4a41-b805-60d2e544ea0f,Ph_103,Chimbalanga  (Relatives),4/3/15 12:00 AM,2,Malawi,-15.54758,35.78527,Malawi,Southern,Phalombe,Nazombe TA,4/3/15 12:00 AM,2,,Female,Ph_103,Chimbalanga,Southern,Phalombe,Nazombe TA,35.67869,-15.73739,Yes,5000,Yes,Yes,Yes,,,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Other,Private,1/14/15 12:00 AM,Unknown,4/5/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Chimbalanga,Chimbalanga,mwi3,mwi309,mwi30903,Chimbalanga,Nachopwa,Yes,Local authorities,1,1,No,Yes,No lighting,Unknown,None,None,None,None,Yes,Good,Good,No,No,No,Local leader,Unknown,No,,Ph_103,99,Yes,20,521,2,51,78,58,5,4,124,108,85,6,6,34,3,3,0,66,31,5,3,23,No,1/14/15 12:00 AM,2/11/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Chimbalanga,Chimbalanga,House damaged/destroyed   ,No,,> 75%     ,None,< 50%,None,< 75%,None,< 25%,None,None,Mosquito nets,Kitchen sets,Blankets,Yes,On-site (<20 minutes),Unprotected Well,Hand pumps,Yes,Yes,100%,>15 liters,No,Taste,6,Yes,Good,Yes,Yes,Other,0,No,Yes,Yes,No,No,"Yes, offsite",Cash,No,Once a month,Yes,Yes,Yes,RTI,None,Other: Specify,Yes,Yes,Off-site (> 3 km),Government,Yes,Off-site,<2Km,more than 75%,Other,No,58,Yes,No,NULL
Malawi,2,619e7691-e1bd-4663-b35c-f2e60e4dd91b,Ph_185,Mikundi CDCC,4/4/15 12:00 AM,2,Malawi,-15.63029,35.7835,Malawi,Southern,Phalombe,Nazombe TA,4/4/15 12:00 AM,2,,Female,Ph_185,Mikundi cbcc,Southern,Phalombe,Nazombe TA,35.67869,-15.7374,Yes,1000,Yes,Yes,Yes,,,No,,,,,No,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Tent,Private,1/12/15 12:00 AM,Unknown,4/5/15 12:00 AM,Southern,Phalombe,TA Chiwalo,Mulambe,Mulambe,mwi3,mwi309,mwi30903,Mulambe,Makawa,Yes,Self organized,1,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Good,Poor,Yes,Yes,Yes,Site management,Distribution,No,,Ph_185,92,Yes,7,254,8,32,48,25,1,6,26,36,67,5,6,24,3,0,0,17,24,0,1,6,Yes,1/12/15 12:00 AM,2/3/15 12:00 AM,Place of origin,Southern,Phalombe,TA Chiwalo,Mulambe,Mulambe,House damaged/destroyed   ,No,,< 25%     ,< 25%,< 75%,None,None,None,None,None,None,Blankets,Kitchen sets,Mosquito nets,Yes,Off-site (<20 minutes),Hand pumps,Hand pumps,Yes,No,˃ 50%   ,>15 liters,No,None,2,Yes,Good,No,No,Other,0,No,Yes,Yes,Yes,No,No,Cash,No,Never,Yes,No,No,Malaria,Bloody diarrhea,RTI,Yes,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Other,Yes,35,Yes,No,NULL
