Country,Round,surveyID,ID,KEY,SSID,NameofLocation,Survey_Date,Survey_Wave,Template,LatitudeY,LongitudeX,CNTRY_NAME,ADM1_NAME,ADM2_NAME,ADM3_NAME,11a1 Survey date (DDMMYYYY),11a2 Survey Round,11b1 Enumerator name (person filling out the form),11b2 Sex of Enumerator,11c1 Site ID (SSID),11d1 Site Name,11e1 Site location (Admin 1),11e2 Site location (Admin 2),11e3 Site location (Admin 3),11f1 Site GPS Longitude,11f2 Site GPS Latitude,11f3 Site GPS (device),11i1 Accessibility to site,11j1 Estimated area of camp (meters squared),12a1 Is there any registration activity,12b1 Is there a Site Management Committee (SMC) at the site?,12b2 Is the site management committee (SMC) made up from the,12b7 SMC member name or focal point at site,12b8 SMC member phone number,12c1 Is there a Site Management Agency (SMA) at the site?,12c2 Type of SMA,12c3 Name of SMA,12c4 SMA member name or focal point at site,12c5 SMA member phone number,12m1 Is there a service provider contact list?,12n1 Is WASH support being provided at the site ?,12o1 Is HEALTH support being provided at the site,12p1 Is SHELTER/NFI support provided at the site ?,12q1 Is FOOD support provided at the site ?,12r1 Is PROTECTION support provided at the site ?,12s1 Is EDUCATION support provided at the site ?,12t1 Is LIVELIHOOD support being provided at the site?,13a1 Site Classification,13b1 Site Type,13c1 What is the most common type of shelter,13d1 Ownership of land of site,14a1 Site start/open date (DDMMYYYY),14b1 Site Expected Closing Date,14c1 Closing Date (DDMMYYYY),15b1 Place of Origin of the largest IDP group in camp (Admin,15b2 Place of Origin of the largest IDP group in camp (Admin,15b3 Place of Origin of the largest IDP group in camp (Admin,15b4 Place of Origin of the largest IDP group (Admin 4),15b5 Place of Origin of the largest IDP group (Admin 5),15c1 Place of Origin of the second largest IDP group (Admin 1,15c2 Place of Origin of the second largest IDP group (Admin 2,15c3 Place of Origin of the second largest IDP group (Admin 3,15c4 Place of Origin of the second largest IDP group (Admin 4,15c5 Place of Origin of the second largest IDP group (Admin 5,101a2 Is there security on-site/settlement areas,101b1 Who provides main security in the site,101c1 Number of children friendly spaces,101e1 Are security incidents reported in the site,101f1 Do the majority of people have identification card or o,101s1 Is there adequate lighting in the majority of communal,102g1 Most common type of security incidents reported occurri,102h1 Most common type of GBV incidents reported occurring in,102h4 Are traditional harmful practices occurring in the site,102i1 Most common type of child protection incidents reported,102i4 Most reported problem in receiving support,102j2 Reporting/referral mechanism for GBV survivors,102n1 Relationship amongst IDPs,102o1 Relationship between IDPs and host community,103a1 Do men feel unsafe in site,103a2 Do children feel unsafe in site,103a3 Do women feel unsafe at the site,111a1 Where do residents mostly get their information from?,111c1 What is the main topic on which the community is reques,113a1 Travel abroad opportunities are being discussed/adverti,"113a2 If YES, with which?",21a1 Total Number of IDP Families/HHs,21b1 Total Number of IDP Individuals,21b2 Total number of IDP Male Individuals,21b3 Total Number of IDP Female Individuals,21b5  Is there sample demographic calculator for the site,"21b6 If yes, how many households",21c1 Number of Males by age: <1 year,21c2 Number of Males by age: 1-5 years,21c3 Number of Males by age: 6-17 years,21c4 Number of Males by age: 18-59 years,21c5 Number of Males by age: >60 years,21d1 Number of Females by age: <1 year,21d2 Number of Females by age: 1-5 years,21d3 Number of Females by age: 6-17 years,21d4 Number of Females by age: 18-59 years,21d5 Number of Females by age: >60 years,21f1 Number of individuals by age: <1 year,21f2 Number of individuals by age: 1-5 years,21f3 Number of individuals by age: 6-17 years,21f4 Number of individuals by age: 18-59 years,21f5 Number of individuals by age: >60 years,22c1 Number of pregnant women,22d1 Number of breastfeeding mothers,22f1 Number of Persons with Chronic Diseases or Serious Medic,22g1 Number of persons with Physical Disabilities,22h1 Number of persons with Mental Disabilities,22i2 Number of Unaccompanied children,22i4 Number of Orphaned Children,22n1 Number of single female-headed households,22o1 Number of single male-headed households,22p1 Number of child-headed households,22x1 Number of unaccompanied elderly persons,23b4 Have IDPs previously been displaced,23c1 Date of arrival of first IDP group,23c2 Date of arrival of last IDP group,23e1 Area of intended return for largest IDP group,23e2 ADMIN 1 location of intended area of return for largest,23e3 ADMIN 2 location of intended area of return for largest,23e4 ADMIN 3 location of intended area of return for largest,23e5 ADMIN 4 location of intended area of return for largest,23e6 ADMIN 5 location of intended area of return for largest,23e7  What is preventing the largest IDP group of returning h,23f1 Area of intended relocation plan for largest group of ID,23f5 Name the Relocation Site (New Camp),23g1  Estimated % of IDPs sleeping in the site,31a1 Percentage of HH living outside (no shelter),31b1 Percentage of HH living in tents,31d1 Percentage of HH living indoors (solid walls),32c1 Percentage of HH with private living area,37c2 Percentage of HH with mosquito nets,37j1 Most needed type of NFI,37j2 Second most needed type of NFI,37j3 Third most needed type of NFI,38b1 Is there a need for shelter repair materials,"41a1 Location of site's main water source (walking, one-way)",41b1 Main non-drinking water source provided or available,41f1 What is the main drinking water source provided or avail,41g1 Is the drinking water potable ?,"41i5  Have water points (hand-pump, piped, …) been improved?",41i6  How operational are they?,42a1 Average amount of water available per day and per person,43a1 Complaints about drinking water quality,43e1 What is the problem with water?,44a1 Number of functioning toilets available on-site,44b1 Availability of separate male and female toilets,44j1 Condition of most of the latrines,44n1  Evidence of open defecation?,45b1 Availability of separate male and female bathing areas,46a1 Garbage Disposal Type,46b1 Number of garbage disposals,47g1  Availability of hand-washing station filled in with wat,47g2  Evidence of hand-washing practices?,47g3  Hygiene promotion campaign?,48b1 Do toilets and bathrooms have locks from the inside,"51a1 Is there access to food (distribution, vouchers, trade,",51d1 Most common source for obtaining food,51e1 Is there access to a market near from the site?,52f1 Frequency of food (or cash/vouchers) distribution,61a1 Screening for malnutrition conducted in the area? (ie,61b1 Availability of supplementary feeding for pregnant and l,61c1 Availability of supplementary feeding for children,71b1 What is the most prevalent health problem at the site,71b2 What is the second most prevalent health problem at the,71b3 What is the third most prevalent health problem at the s,72a3 Regular access to medicine,72b1 Location of health facilities/services,72c2 Who provides health facilities/services,81b1 Access to formal/informal education services for childre,82a1 Location of formal/informal education facilities/service,82b1 Distance to nearest education facility,83a1 % of the children at the site attending school,91a1 Occupation/trade of majority of displaced households (co,91c1 Do IDPs have access to land for cultivation?,92h1 Number of HH in the site with a source of income,92i1 Access to income generating activities,93a2 Is there livestock on site,31c1__makeshift,32b1__access_safe_cooking,72a1__access_to_health_facility,101d1__woman_friendly_space
country,round,,,,site_id,,survey_date,,,site_latitude,site_longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site_type,,,,,,,,,,,,,,,,sec_provided,,,,,,,,,,,,,,,,,,,job_abr,,n_family,n_total,n_male,n_female,,,,,,,,,,,,,,,,,,,,,,,,,n_hoh_female,,,,,,,,,,,,,,,,,per_hh_outside,,,,,,,,,,,water_source_p,,,,,,,,latrine_gender,,,,,,,,,,food_access,,,,,,,,,,,,,edu_access,,,,,,n_hh_income,,,,,,
Malawi,1,629F5F04-796B-4D96-984B-61FF77CF9337,75,uuid:9012f9e3-6a69-461f-b204-1efd4b89fd37,Bl_104,Mitsidi,2/19/2015,1,Malawi ODK,-15.8085,34.9495,Malawi,Southern,Blantyre,Kuntaja TA,2/19/2015,1,,Male,Bl_104,Mitsidi,mwi3,mwi305,MWI30506,34.9495,-15.8085,,Yes,30000,Yes,Yes,Yes,,,Yes,Local NGO,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Camp,Tent,Public/Government,1/12/2015,>2 months,4/30/2015,mwi3,mwi305,mwi30506,Pensulo,Pensulo,mwi3,mwi305,mwi30506,Pensulo,Pensulo,Yes,Local authorities,0,No,No,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Local leader,Food,No,,122,267,84,183,Yes,20,7,29,27,12,9,9,32,41,79,22,,,,,,3,21,6,4,2,5,4,37,8,1,31,No,1/12/2015,2/17/2015,Place of origin,mwi3,mwi305,mwi30506,Pensulo,Pensulo,House damaged/destroyed,No,,> 75%,< 25%,< 75%,< 25%,< 25%,More than 75%,Blankets,Kitchen sets,Plastic sheeting,No,On-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Yes,100%,>15 liters,No,None,12,Yes,Good,No,Yes,Garbage pit,2,Yes,Yes,Yes,No,No,Cash,No,Every 2 weeks,No,No,No,Malaria,Bloody diarrhea,Malnutrition,No,Off-site (> 3 km),Government,Yes,On-site,<1Km,< 25%,Farming,Yes,4,Yes,No,None,< 25%,Yes,1
Malawi,1,9EE35CE1-C313-494E-9DB0-47BD7A31AF1F,59,uuid:bdc52acc-9c9c-426a-9f59-9434a52e5245,Bl_107,Makhetha,3/1/2015,1,Malawi ODK,-15.7899,35.0644,Malawi,Southern,Blantyre,Nkolokoti Ward,3/1/2015,1,,Male,Bl_107,Makhetha,mwi3,mwi305,MWI30534,35.0644,-15.7899,,Yes,40000,No,No,,,,No,,,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/12/2015,Unknown,3/4/2015,mwi3,mwi305,mwi30507,Chinipuleni 1,Chinipuleni 1,mwi3,mwi305,mwi30507,Chinipuleni 1,Chinipuleni 1,Yes,Other,1,No,Yes,No lighting,Unknown,None,None,None,Other,No,Excellent,Poor,Yes,Yes,Yes,Radio / News,Shelter,No,,2,13,7,6,Yes,2,0,1,4,2,0,0,1,3,2,0,,,,,,1,0,0,3,0,0,0,0,0,0,0,No,1/12/2015,1/12/2015,Place of origin,mwi3,mwi305,mwi30507,Chinipuleni 1,Chinipuleni 1,House damaged/destroyed,No,,< 50%,None,None,more than 75%,None,More than 75%,Kitchen sets,Blankets,Plastic sheeting,No,On-site (<20 minutes),Unprotected Well,Piped water supply,Yes,Yes,100%,>15 liters,No,None,8,Yes,Good,No,No,Garbage pit,1,None,No,No,No,No,Cash,Yes,Never,No,No,No,Diarrhea,Malaria,None,Yes,Off-site (> 3 km),Other,Yes,On-site,<1Km,more than 75%,Petty trade,No,2,Yes,No,None,> 75%,Yes,0
Malawi,1,26476B08-61BB-491D-A2E0-88F1BBD54B07,108,uuid:6d973d06-81da-449b-945c-a6010aba2ed8,Bl_114,Nthawira Parish,3/2/2015,1,Malawi ODK,-15.73662,35.05954,Malawi,Southern,Blantyre,South Lunzu Ward,3/2/2015,1,,Male,Bl_114,Nthawira,mwi3,mwi305,MWI30532,35.05954,-15.73662,,Yes,60000,No,No,,,,No,,,,,No,No,No,No,No,No,No,No,Pre Identified Site (Evacuation Site),Collective Settlement/Centre,Other,Private,1/12/2015,Unknown,3/6/2015,mwi3,mwi305,mwi30507,Chimwaza,Chimwaza,mwi3,mwi305,mwi30507,Chimwaza,Chimwaza,Yes,Religious leaders,2,No,Yes,"Yes, there is lighting and it is adequate",Unknown,None,None,None,Other,Yes,Good,Good,No,No,No,Radio / News,Distribution,Unknown,,1,5,2,3,Yes,1,0,0,1,1,0,0,1,1,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,No,1/12/2015,1/14/2015,Place of origin,mwi3,mwi305,mwi30507,Mbwanda,Chimwaza,House damaged/destroyed,No,,> 75%,None,None,more than 75%,Unknown,<25%,Blankets,Other,None,No,On-site (<20 minutes),Piped water supply,Piped water supply,Yes,Yes,˃ 50%,>15 liters,No,None,2,Yes,Good,No,No,Garbage pit,1,None,No,No,Yes,No,Cash,Yes,Never,No,No,No,Malaria,Other: Specify,None,Yes,Off-site (< 3 km),Government,Yes,Off-site,<2Km,more than 75%,Other,Yes,1,Yes,No,None,> 75%,Yes,1
Malawi,1,ED9E1461-1888-486D-85E4-515E7401B88F,64,uuid:5554dd5f-439f-4446-a2a1-b7647e8c60be,Bl_116,Lonjezo CBO,3/1/2015,1,Malawi ODK,-15.78354,35.06971,Malawi,Southern,Blantyre,Nkolokoti Ward,3/1/2015,1,,Male,Bl_116,Lonjezo CBO,mwi3,mwi305,MWI30534,35.06971,-15.78354,,Yes,1500,No,No,,,,No,,,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Community center,Private,1/13/2015,Unknown,3/4/2015,mwi3,mwi305,mwi30507,Chinipuleni 1,Chinipuleni 1,mwi3,mwi305,mwi30507,Chinipuleni 1,Chinipuleni 1,No,Self organized,0,No,Yes,No lighting,Alcohol/drug-related disturbance,None,None,None,Other,No,Excellent,Excellent,Yes,Yes,Yes,Local leader,Available health services/heath advice,No,,1,3,1,2,Yes,1,0,0,0,1,0,0,1,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,No,3/13/2015,3/13/2015,Place of origin,mwi3,mwi305,mwi30507,Chinipuleni 1,Chinipuleni 1,House damaged/destroyed,No,,> 75%,None,None,more than 75%,None,None,Plastic sheeting,Kitchen sets,Blankets,No,Off-site (<20 minutes),Hand pumps,Piped water supply,Yes,Yes,100%,>15 liters,No,None,2,No,Good,No,No,Garbage pit,1,None,Yes,Yes,No,No,Cash,Yes,Never,No,No,No,Diarrhea,Malaria,None,Yes,On-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Other,No,1,Yes,No,None,> 75%,Yes,0
Malawi,1,A075D9E6-6080-4AAF-83E7-78F47F400E3D,96,uuid:24f57b7a-0d5d-40bf-9ec3-2a8809a3d833,Bl_120,OVOP,3/5/2015,1,Malawi ODK,-15.63418,35.08129,Malawi,Southern,Blantyre,Makata TA,3/5/2015,1,,Male,Bl_120,OVOP,mwi3,mwi305,MWI30505,35.08129,-15.63418,,Yes,1500,No,Yes,No,,,No,,,,,No,No,No,No,No,No,No,No,Pre Identified Site (Evacuation Site),Collective Settlement/Centre,Empty building,Public/Government,1/11/2015,Unknown,3/5/2015,mwi3,mwi305,mwi30505,Makata,Makata,mwi3,mwi305,mwi30505,Makata,Makata,No,None,0,Yes,Yes,No lighting,Alcohol/drug-related disturbance,None,None,None,Other,Yes,Excellent,Poor,Yes,Yes,Yes,Local leader,Available health services/heath advice,No,,5,29,16,13,Yes,5,0,3,7,6,0,1,2,5,5,0,,,,,,0,0,0,0,0,0,0,1,0,0,0,No,1/11/2015,1/11/2015,Place of origin,mwi3,mwi305,mwi30505,Makata,Makata,House damaged/destroyed,No,,> 75%,None,None,more than 75%,< 25%,None,Blankets,Plastic sheeting,Kitchen sets,No,Off-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Yes,100%,>15 liters,No,Taste,0,No Answer,No Answer,No,No,Unkown,0,"No Answer, why?",No,No,No Answer,No,Cash,Yes,Irregular,No,No,No,Malaria,Diarrhea,Other: Specify,Yes,Off-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,5,Yes,No,None,< 25%,Yes,0
Malawi,1,FC55A72A-1EDC-4FAD-996D-26BB99DE94EA,26,uuid:47d37870-a716-458a-8e4d-4584c503f5e3,Bl_121,Makata Maize Mill,3/7/2015,1,Malawi ODK,-15.63642,35.0819,Malawi,Southern,Blantyre,Machinjili TA,3/7/2015,1,,Male,Bl_121,Makata Maize Mill,mwi3,mwi305,MWI30507,35.0819,-15.63642,,Yes,1800,No,Yes,Yes,,,No,,,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Empty building,Public/Government,1/11/2015,Unknown,3/9/2015,mwi3,mwi305,mwi30505,Makata,Makata,mwi3,mwi305,mwi30505,Makata,Makata,No,None,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Local leader,Available health services/heath advice,No,,5,13,8,5,Yes,5,0,2,2,4,0,1,0,2,2,0,,,,,,0,1,5,0,0,0,0,2,0,0,0,Yes,1/13/2015,1/13/2015,Place of origin,mwi3,mwi305,mwi30505,Makata,Makata,House damaged/destroyed,No,,> 75%,None,None,more than 75%,None,<25%,Mosquito nets,Blankets,Plastic sheeting,No,Off-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Unknown,100%,>15 liters,No,None,4,Yes,Good,No,No,Garbage pit,2,None,No,Yes,No Answer,No,Cash,No,Never,No,No,No,Malaria,None,Other: Specify,Yes,Off-site (< 3 km),Government,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,5,Yes,No,None,< 25%,Yes,0
Malawi,1,55871875-26D0-4A8C-AF55-C2B7CE26E136,155,uuid:965bd87d-1f2c-4da2-94ab-fd285b59a441,Bl_124,Chilele Primary School,3/10/2015,1,Malawi ODK,-15.54621,35.10107,Malawi,Southern,Blantyre,Makata TA,3/10/2015,1,,Male,Bl_124,Chilele Primary School,mwi3,mwi305,MWI30505,35.10107,-15.54621,,Yes,30000,Yes,Yes,No,,,No,,,,,No,No,No,No,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,School,Public/Government,1/12/2015,Unknown,3/13/2015,mwi3,mwi305,mwi30505,Manjomo,Chakwiya,mwi3,mwi305,mwi30505,Maloya,Mwasana,Yes,Other,1,No,Yes,"Yes, there is lighting but it is NOT adequate",Unknown,None,None,None,Other,Yes,Excellent,Poor,No,No,No,Local leader,Available health services/heath advice,No,,68,243,67,176,Yes,20,9,17,23,13,5,14,24,61,68,9,,,,,,1,30,1,1,1,0,5,51,1,0,7,No,1/12/2015,1/15/2015,Place of origin,mwi3,mwi305,mwi30505,Manjomo,Chakwiya,House damaged/destroyed,No,,> 75%,None,None,more than 75%,None,<50%,Plastic sheeting,Kitchen sets,Blankets,No,On-site (<20 minutes),Ponds/canals,Hand pumps,Yes,Yes,˃ 50%,>15 liters,No,None,8,Yes,Good,No,No,Garbage pit,3,None,No,No,No Answer,No,Cash,Yes,Irregular,No,No,No,Malaria,Diarrhea,Other: Specify,Yes,Off-site (> 3 km),Government,Yes,On-site,<1Km,more than 75%,Daily laborer,No,17,Yes,No,None,None,Yes,0
Malawi,1,0C865407-F194-47FD-93A8-FDB43C974CCF,202,uuid:a54ff9a2-4b08-4afd-90b7-01002d889d55,Bl_125,Step to Jesus Church,3/11/2015,1,Malawi ODK,-15.85186,35.09672,Malawi,Southern,Blantyre,Msamba Ward,3/11/2015,1,,Male,Bl_125,Step to Jesus Church,mwi3,mwi305,MWI31556,35.09672,-15.85186,,Yes,1200,Yes,Yes,Yes,,,No,,,,,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Other,Private,1/11/2015,Unknown,3/15/2015,mwi3,mwi305,mwi30507,Mtenje,Namalu,mwi3,mwi305,mwi30507,Mtenje,Namalu,Yes,Other,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Local leader,Available health services/heath advice,No,,20,99,42,57,Yes,19,0,6,23,11,2,0,6,28,16,7,,,,,,0,1,1,0,0,0,0,0,0,0,9,No,1/11/2015,1/18/2015,Place of origin,mwi3,mwi305,mwi30507,Mtenje,Namalu,House damaged/destroyed,No,,> 75%,None,None,more than 75%,None,None,Mosquito nets,Blankets,Kitchen sets,No,On-site (<20 minutes),Ponds/canals,Hand pumps,No,No,100%,>15 liters,No,None,2,No,Good,No,No Answer,No Waste Disposal,0,None,No,No,No,No,Cash,No,Never,No,No,No,Malaria,Diarrhea,None,Yes,Off-site (> 3 km),Government,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,,No,No,None,None,Yes,0
Malawi,1,C5AFA4EA-BE0D-4CEB-83B1-12886ABAD5F3,14,uuid:a55b8329-0b03-4b72-986e-1c9ecc380d53,Bl_130,Chikondi Learning Centre,3/14/2015,1,Malawi ODK,-15.65155,34.91835,Malawi,Southern,Blantyre,Kuntaja TA,3/14/2015,1,,Male,Bl_130,Chikondi Learning Centre,mwi3,mwi305,MWI30506,34.91835,-15.65155,,Yes,300,No,No,,,,No,,,,,No,No,No,No,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,School,Private,12/10/2014,Unknown,3/17/2015,mwi3,mwi305,mwi30506,Tanganyika,Tanganyika,mwi3,mwi305,mwi30506,Tanganyika,Tanganyika,No,None,0,No,Yes,No lighting,Unknown,None,None,None,Other,Yes,Excellent,Excellent,No,No,No,Mobile Phone,Distribution,No,,5,23,9,14,Yes,5,0,3,1,5,0,0,4,3,6,1,,,,,,0,2,0,0,0,0,0,1,0,0,1,No,12/10/2014,12/10/2014,Place of origin,mwi3,mwi305,mwi30506,Tanganyika,Tanganyika,House damaged/destroyed,No,,> 75%,None,None,more than 75%,< 50%,<50%,Kitchen sets,Blankets,Plastic sheeting,No,On-site (<20 minutes),Hand pumps,Hand pumps,Yes,No,100%,>15 liters,No,None,2,Yes,Good,No,No,Garbage pit,2,None,No,No,Yes,No,Cash,Yes,Never,No,No,No,Diarrhea,Malaria,Other: Specify,Yes,Off-site (< 3 km),No Answer,Yes,Off-site,<1Km,more than 75%,Daily laborer,No,,No,No,None,> 75%,Yes,0
